area,topic,servicename,foruser,deptname,promiseday,wscs,ckcs,starprorepty
思明区,文化体育,县级文物保护单位保护范围内的土地征收(用)审核,"个人,企业,事业单位,行政机关",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,医疗卫生,一户多残低保和低收入家庭生活补助,个人,思明区嘉莲街道莲秀社区,3个工作日,1.0,1.0,3
思明区,就业创业,创业带动就业奖励申办,个人,思明区中华街道思南社区,0个工作日,2.0,1.0,4
思明区,社会保障,出国出境定居退付个人账户基金,个人,厦门市思明区人力资源和社会保障局,7个工作日,1.0,1.0,4
思明区,文化体育,从事出版物出租业务备案,"个人,企业",思明区文化体育出版局,0个工作日,0.0,0.0,5
思明区,医疗卫生,为重度视力听力残疾等特定群体购买出行陪护服务,个人,思明区嘉莲街道莲秀社区,2个工作日,1.0,1.0,3
思明区,就业创业,思明区就业困难人员就业补贴,个人,思明区嘉莲街道长青社区,0个工作日,1.0,1.0,4
思明区,社会保障,个人账户基金继承,个人,厦门市思明区人力资源和社会保障局,7个工作日,1.0,1.0,4
思明区,文化体育,县级文物保护单位建设控制地带内建设审核,"个人,企业,事业单位,行政机关",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,医疗卫生,民政救济精神病人资格认定,个人,思明区嘉莲街道莲花五村社区,0个工作日,2.0,2.0,3
思明区,就业创业,扶持残疾人自主创业补贴材料的初审,个人,思明区嘉莲街道长青社区,20个工作日,1.0,1.0,3
思明区,社会保障,本市社会保险关系转出,个人,厦门市思明区人力资源和社会保障局,5个工作日,1.0,1.0,4
思明区,社会保障,外地户口失业人员申领一次性生活补助金,个人,厦门市思明区人力资源和社会保障局,0个工作日,1.0,1.0,5
思明区,文化体育,出版物零售单位和个人终止经营活动备案,"个人,企业",思明区文化体育出版局,0个工作日,0.0,0.0,5
思明区,医疗卫生,四残儿童”抢救性康复补助,个人,思明区嘉莲街道莲秀社区,10个工作日,1.0,1.0,3
思明区,就业创业,就业困难人员认定,个人,思明区鼓浪屿街道,15个工作日,3.0,2.0,3
思明区,社会保障,本市户口失业人员申领失业保险金,个人,厦门市思明区人力资源和社会保障局,0个工作日,1.0,1.0,5
思明区,文化体育,县级文物保护单位和一般不可移动文物原址保护审批,"个人,企业,事业单位,行政机关",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,医疗卫生,受理安康医疗救助（非“一站式”申请）,个人,思明区嘉莲街道莲花五村社区,21个工作日,2.0,2.0,3
思明区,就业创业,创业带动就业奖励申办,个人,思明区嘉莲街道华福社区,0个工作日,1.0,1.0,3
思明区,社会保障,灵活就业人员社保补贴,个人,思明区人力资源和社会保障局,0个工作日,,1.0,4
思明区,文化体育,设立健身气功活动站点的初审,"个人,社团组织,其他组织",思明区鼓浪屿街道,7个工作日,3.0,2.0,3
思明区,医疗卫生,受理安康医疗救助（非“一站式”申请）,个人,思明区嘉莲街道长青社区,21个工作日,2.0,2.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区嘉莲街道华福社区,0个工作日,1.0,1.0,3
思明区,社会保障,参保人员退休待遇标准核定,"个人,企业,事业单位,行政机关,其他组织",厦门市思明区人力资源和社会保障局,0个工作日,1.0,1.0,3
思明区,文化体育,因特殊情况需要临时占用公共体育设施批准,"个人,企业",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,医疗卫生,大龄自闭症残疾人及其康复训练和照料服务机构补助,个人,思明区嘉莲街道莲西社区,10个工作日,1.0,1.0,3
思明区,就业创业,创业带动就业奖励申办,个人,思明区嘉莲街道龙山社区,0个工作日,1.0,1.0,3
思明区,社会保障,参保人员医疗费用报销,个人,厦门市思明区人力资源和社会保障局,12个工作日,1.0,1.0,4
思明区,文化体育,因工程建设施工、渔业生产需要在水下文物保护区内进行爆破、钻探、挖掘、潜水等作业备案,"个人,企业,其他组织",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,医疗卫生,重点优抚对象和革命“五老”人员医疗门诊费、体检费等医疗补助金,个人,思明区嘉莲街道莲西社区,5个工作日,1.0,1.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区嘉莲街道龙山社区,0个工作日,1.0,1.0,3
思明区,社会保障,迁入（调入）人员超龄补缴,个人,厦门市思明区人力资源和社会保障局,7个工作日,1.0,1.0,4
思明区,文化体育,三级运动员等级审批,"个人,企业",思明区文化体育出版局,10个工作日,1.0,1.0,4
思明区,医疗卫生,四残儿童”抢救性康复补助,个人,思明区嘉莲街道莲西社区,10个工作日,1.0,1.0,3
思明区,就业创业,创业带动就业奖励申办,个人,思明区嘉莲街道莲花北社区,0个工作日,1.0,1.0,3
思明区,社会保障,补缴2004年5月前社会保险费,个人,厦门市思明区人力资源和社会保障局,7个工作日,1.0,1.0,4
思明区,文化体育,举办健身气功活动批准,"个人,企业,事业单位,行政机关,其他组织",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,文化体育,从事出版物零售业务的单位和个人年度核验,"个人,企业",思明区文化体育出版局,0个工作日,1.0,1.0,4
思明区,医疗卫生,重点优抚对象和革命“五老”人员医疗门诊费、体检费等医疗补助金,个人,思明区嘉莲街道莲花五村社区,5个工作日,1.0,1.0,3
思明区,医疗卫生,扶残助学材料的初审,个人,思明区嘉莲街道莲秀社区,30个工作日,1.0,1.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区嘉莲街道莲花北社区,0个工作日,1.0,1.0,3
思明区,社会保障,工伤认定,"个人,企业,事业单位,其他组织",厦门市人力资源和社会保障局,60个自然日,3.0,3.0,3
思明区,文化体育,县级非国有不可移动文物转让、抵押或文物保护单位用途改变备案,"个人,企业",思明区文化体育出版局,7个工作日,1.0,1.0,4
思明区,医疗卫生,大龄自闭症残疾人及其康复训练和照料服务机构补助,个人,思明区嘉莲街道莲秀社区,10个工作日,1.0,1.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区嘉莲街道莲秀社区,0个工作日,1.0,1.0,3
思明区,社会保障,申领离退休（遗属）人员死亡丧葬费,个人,厦门市思明区人力资源和社会保障局,0个工作日,1.0,1.0,4
思明区,文化体育,健身气功活动站点年检,"个人,企业",思明区文化体育出版局,0个工作日,0.0,0.0,5
思明区,医疗卫生,四残儿童”抢救性康复补助,个人,思明区嘉莲街道长青社区,10个工作日,1.0,1.0,3
思明区,就业创业,灵活就业人员社保补贴,个人,思明区嘉莲街道莲兴社区,10个工作日,1.0,1.0,3
思明区,社会保障,特困人员供养的申请与审核,个人,思明区开元街道,10个工作日,,1.0,4
思明区,文化体育,设立健身气功活动站点审批,个人,思明区滨海街道,7个工作日,1.0,1.0,4
思明区,医疗卫生,重度残疾人护理补贴初审,个人,思明区嘉莲街道莲花五村社区,8个工作日,1.0,1.0,3
思明区,就业创业,思明区低保人员就业奖励,个人,思明区嘉莲街道莲兴社区,0个工作日,1.0,1.0,3
思明区,社会保障,企业退休人员供养直系亲属申请抚恤待遇,个人,思明区开元街道,0个工作日,2.0,1.0,4
思明区,文化体育,三级社会体育指导员资格确认,个人,思明区文化体育出版局,0个工作日,1.0,1.0,4
思明区,医疗卫生,申请参保人员自付医疗费困难补助,个人,思明区嘉莲街道莲花五村社区,5个工作日,1.0,1.0,3
思明区,就业创业,思明区低保人员就业奖励,个人,思明区嘉莲街道长青社区,0个工作日,1.0,1.0,3
思明区,社会保障,异地企业退休人员的协助认证,个人,思明区厦港街道,0个工作日,2.0,1.0,4
思明区,文化体育,文物认定,"个人,企业",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,文化体育,县级文物保护单位和一般不可移动文物修缮审批,"个人,企业,事业单位,行政机关",思明区文化体育出版局,7个工作日,1.0,1.0,4
思明区,医疗卫生,病残儿初步医学鉴定的初审,个人,思明区嘉莲街道莲西社区,20个工作日,3.0,2.0,3
思明区,就业创业,创业带动就业奖励申办,个人,思明区嘉莲街道莲花五村社区,0个工作日,1.0,1.0,3
思明区,社会保障,计划生育特殊家庭紧急救助审核、发放,个人,思明区嘉莲街道,25个工作日,1.0,1.0,3
思明区,文化体育,从事出版物发行的单位和个人设立临时零售点备案,"个人,企业",思明区文化体育出版局,0个工作日,0.0,0.0,5
思明区,医疗卫生,申请参保人员自付医疗费困难补助,个人,思明区嘉莲街道莲花北社区,5个工作日,1.0,1.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区嘉莲街道莲花五村社区,0个工作日,1.0,1.0,3
思明区,社会保障,特困人员供养的申请与审核,个人,思明区鼓浪屿街道,10个工作日,3.0,2.0,3
思明区,文化体育,个体演员备案,个人,思明区文化体育出版局,0个工作日,0.0,0.0,5
思明区,医疗卫生,孤寡退休老人护理费补助申请,个人,思明区嘉莲街道莲花五村社区,20个工作日,2.0,2.0,3
思明区,就业创业,就业困难人员认定,个人,思明区嘉莲街道莲秀社区,0个工作日,1.0,1.0,4
思明区,社会保障,灵活就业人员社保补贴,个人,思明区中华街道镇海社区,0个工作日,2.0,1.0,4
思明区,文化体育,开放公益性公共游泳场所备案,"个人,企业",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,医疗卫生,民政救济精神病人资格认定,个人,思明区嘉莲街道莲花北社区,0个工作日,2.0,2.0,3
思明区,就业创业,创业带动就业奖励申办,个人,思明区嘉莲街道莲秀社区,0个工作日,1.0,1.0,3
思明区,社会保障,申报异地医疗报备,个人,思明区鹭江街道,0个工作日,2.0,1.0,4
思明区,文化体育,举办内地营业性演出审批,"个人,企业",思明区文化体育出版局,1个工作日,1.0,1.0,4
思明区,医疗卫生,小额医药补助服务,个人,思明区嘉莲街道莲花北社区,6个工作日,2.0,2.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区嘉莲街道长青社区,0个工作日,1.0,1.0,3
思明区,知识产权,市级专利资助资金兑现,"个人,企业,事业单位,其他组织",思明区科技和信息化局,7个工作日,,0.0,5
思明区,社会保障,下岗职工和复退军人档案管理,个人,思明区鹭江街道,0个工作日,2.0,2.0,3
思明区,文化体育,单位或个人从事出版物零售业务审批,"个人,企业",思明区文化体育出版局,3个工作日,1.0,1.0,4
思明区,医疗卫生,大龄自闭症残疾人及其康复训练和照料服务机构补助,个人,思明区嘉莲街道莲兴社区,10个工作日,1.0,1.0,3
思明区,就业创业,思明区就业困难人员就业补贴,个人,思明区嘉莲街道莲西社区,0个工作日,1.0,1.0,4
思明区,社会保障,孤儿基本生活保障条件的初审,个人,思明区鼓浪屿街道,10个工作日,3.0,2.0,3
思明区,文化体育,申办经营性公共游泳场所审批,"个人,企业",思明区文化体育出版局,10个工作日,1.0,1.0,4
思明区,医疗卫生,民政救济精神病人资格认定,个人,思明区嘉莲街道华福社区,0个工作日,2.0,2.0,3
思明区,医疗卫生,小额医药补助服务,个人,思明区嘉莲街道龙山社区,6个工作日,2.0,2.0,3
思明区,就业创业,自主创业奖励申请,个人,思明区嘉莲街道莲秀社区,0个工作日,2.0,1.0,4
思明区,社会保障,异地居住我市企业退休人员领取养老金资格协助认证,个人,思明区滨海街道,0个工作日,1.0,1.0,4
思明区,文化体育,许可证载明事项发生变更申请,"个人,企业",思明区文化体育出版局,10个工作日,1.0,1.0,4
思明区,文化体育,个体演出经纪人备案,个人,思明区文化体育出版局,0个工作日,0.0,0.0,5
思明区,医疗卫生,思明区红十字人道救助申请,个人,思明区嘉莲街道莲花五村社区,7个工作日,1.0,1.0,3
思明区,就业创业,扶持残疾人自主创业补贴材料的初审,个人,思明区嘉莲街道莲西社区,20个工作日,1.0,1.0,3
思明区,社会保障,异地居住我市企业退休人员领取养老金资格协助认证,个人,思明区鼓浪屿街道劳动保障所,0个工作日,2.0,1.0,4
思明区,文化体育,从事出版物零售业务单位或个人变更登记事项，或者兼并、合并、分立审批,"个人,企业",思明区文化体育出版局,3个工作日,1.0,1.0,4
思明区,医疗卫生,大龄自闭症残疾人及其康复训练和照料服务机构补助,个人,思明区嘉莲街道莲花五村社区,10个工作日,1.0,1.0,3
思明区,就业创业,灵活就业人员社保补贴,个人,思明区嘉莲街道华福社区,10个工作日,1.0,1.0,3
思明区,社会保障,实施计划生育特殊家庭紧急救助（一次性补助）,个人,思明区开元街道,25个工作日,2.0,2.0,3
思明区,文化体育,公益性公共游泳场所改建后开放备案,"个人,企业",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,医疗卫生,核发《独生子女父母光荣证》,个人,思明区鹭江街道,15个工作日,1.0,1.0,4
思明区,就业创业,思明区低保人员就业奖励,个人,思明区嘉莲街道华福社区,0个工作日,1.0,1.0,3
思明区,社会保障,申请城乡居民养老保险待遇,个人,思明区鹭江街道,0个工作日,2.0,1.0,4
思明区,文化体育,内地营业性演出事项变更审批,"个人,企业",思明区文化体育出版局,1个工作日,1.0,1.0,4
思明区,医疗卫生,受理安康医疗救助（非“一站式”申请）,个人,思明区嘉莲街道莲花北社区,21个工作日,2.0,2.0,3
思明区,就业创业,思明区低保人员就业奖励,个人,思明区嘉莲街道莲秀社区,0个工作日,1.0,1.0,3
思明区,社会保障,爱心老人餐桌服务,个人,思明区鼓浪屿街道,6个工作日,3.0,2.0,3
思明区,文化体育,经营性公共游泳场所改建后开放许可,"个人,企业",思明区文化体育出版局,10个工作日,1.0,1.0,4
思明区,医疗卫生,申请参保人员自付医疗费困难补助,个人,思明区嘉莲街道龙山社区,5个工作日,1.0,1.0,3
思明区,就业创业,思明区就业困难人员就业补贴,个人,思明区鼓浪屿街道劳动保障所,0个工作日,3.0,2.0,3
思明区,就业创业,就业困难人员认定,个人,思明区嘉莲街道莲花北社区,0个工作日,1.0,1.0,4
思明区,社会保障,特困老人就餐送餐服务办事指南,个人,思明区鼓浪屿街道,3个工作日,3.0,2.0,3
思明区,文化体育,内地营业性演出增加演出地备案,"个人,企业",思明区文化体育出版局,0个工作日,1.0,1.0,4
思明区,医疗卫生,病残儿初步医学鉴定的初审,个人,思明区嘉莲街道莲兴社区,20个工作日,3.0,2.0,3
思明区,就业创业,灵活就业人员社保补贴,个人,思明区嘉莲街道莲秀社区,10个工作日,1.0,1.0,3
思明区,就业创业,就业援助对象登记办理,个人,思明区嘉莲街道龙山社区,0个工作日,1.0,1.0,4
思明区,社会保障,小额医药补助申请,个人,思明区鼓浪屿街道,6个工作日,3.0,2.0,3
思明区,文化体育,公益性公共游泳场所扩建后开放备案,"个人,企业",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,医疗卫生,四残儿童”抢救性康复补助,个人,思明区嘉莲街道莲花五村社区,10个工作日,1.0,1.0,3
思明区,就业创业,扶持残疾人自主创业补贴材料的初审,个人,思明区嘉莲街道莲秀社区,20个工作日,1.0,1.0,3
思明区,社会保障,思明区低保人员就业奖励,个人,思明区开元街道希望社区,15个工作日,2.0,1.0,4
思明区,文化体育,公益性公共游泳场所整改后开放备案,"个人,企业",思明区文化体育出版局,7个工作日,0.0,0.0,5
思明区,医疗卫生,重度残疾人护理补贴初审,个人,思明区嘉莲街道莲秀社区,8个工作日,1.0,1.0,3
思明区,就业创业,扶持残疾人自主创业补贴材料的初审,个人,思明区嘉莲街道莲花五村社区,20个工作日,1.0,1.0,3
思明区,社会保障,受理安康医疗救助（非“一站式”）申请,个人,思明区鼓浪屿街道,21个工作日,3.0,2.0,3
思明区,文化体育,经营性公共游泳场所扩建后开放许可,"个人,企业",思明区文化体育出版局,10个工作日,1.0,1.0,4
思明区,文化体育,经营性公共游泳场所整改后开放许可,"个人,企业",思明区文化体育出版局,10个工作日,1.0,1.0,4
思明区,医疗卫生,病残儿初步医学鉴定的初审,个人,思明区嘉莲街道莲花北社区,20个工作日,1.0,1.0,3
思明区,就业创业,思明区就业困难人员就业补贴,个人,思明区嘉莲街道莲花五村社区,0个工作日,1.0,1.0,4
思明区,社会保障,申请参保人员自付医疗费困难补助,个人,思明区开元街道希望社区,5个工作日,,1.0,3
思明区,社会保障,停止灵活就业人员申请失业保险金,个人,思明区鼓浪屿街道,0个工作日,2.0,2.0,3
思明区,医疗卫生,病残儿初步医学鉴定的初审,个人,思明区嘉莲街道莲花五村社区,20个工作日,3.0,2.0,3
思明区,就业创业,就业援助对象登记办理,个人,思明区嘉莲街道莲秀社区,0个工作日,1.0,1.0,4
思明区,社会保障,思明区低保人员就业奖励,个人,思明区厦港街道,15个工作日,2.0,1.0,4
思明区,医疗卫生,精神残疾人服药补贴材料的初审,个人,思明区嘉莲街道莲花五村社区,5个工作日,1.0,1.0,3
思明区,就业创业,社会保障卡交易密码设立、变更办理,个人,思明区嘉莲街道龙山社区,0个工作日,2.0,1.0,4
思明区,社会保障,申请参保人员自付医疗费困难补助,个人,思明区厦港街道,5个工作日,2.0,1.0,4
思明区,医疗卫生,残疾人社区康复治疗服务及辅助用具配发,个人,思明区嘉莲街道莲秀社区,5个工作日,1.0,1.0,3
思明区,就业创业,思明区就业困难人员就业补贴,个人,思明区嘉莲街道莲兴社区,0个工作日,1.0,1.0,4
思明区,社会保障,办理《就业失业登记证》（或《就业创业证》）,个人,鹭江街道大厅,0个工作日,2.0,1.0,4
思明区,医疗卫生,小额医药补助服务,个人,思明区嘉莲街道莲秀社区,6个工作日,2.0,2.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区嘉莲街道莲西社区,0个工作日,1.0,1.0,3
思明区,社会保障,受理圆梦助学金申请,个人,思明区鹭江街道,7个工作日,2.0,2.0,3
思明区,医疗卫生,受理安康医疗救助（非“一站式”申请）,个人,思明区嘉莲街道莲秀社区,21个工作日,2.0,2.0,3
思明区,就业创业,就业援助对象登记办理,个人,思明区嘉莲街道莲花北社区,0个工作日,1.0,1.0,4
思明区,社会保障,停止灵活就业人员申请失业保险金,个人,思明区厦港街道,0个工作日,2.0,1.0,4
思明区,医疗卫生,精神残疾人服药补贴材料的初审,个人,思明区嘉莲街道莲秀社区,5个工作日,1.0,1.0,3
思明区,就业创业,灵活就业人员社保补贴,个人,思明区嘉莲街道莲花北社区,10个工作日,1.0,1.0,3
思明区,社会保障,退休人员档案查询出具介绍信,个人,思明区开元街道,0个工作日,1.0,0.0,4
思明区,医疗卫生,困难残疾人生活补助初审,个人,思明区嘉莲街道莲秀社区,10个工作日,1.0,1.0,3
思明区,就业创业,思明区就业困难人员就业补贴,个人,思明区嘉莲街道莲秀社区,0个工作日,1.0,1.0,4
思明区,社会保障,思明区职业技能培训生活补贴,个人,思明区鹭江街道,5个工作日,2.0,2.0,3
思明区,医疗卫生,思明区红十字人道救助申请,个人,思明区嘉莲街道莲兴社区,7个工作日,1.0,1.0,3
思明区,医疗卫生,残疾人个体工商户两险补助申请,个人,思明区嘉莲街道莲秀社区,10个工作日,1.0,1.0,3
思明区,就业创业,自主创业奖励申请,个人,思明区嘉莲街道龙山社区,0个工作日,2.0,1.0,4
思明区,社会保障,健康综合子账户家庭医疗共济网办理,个人,思明区鹭江街道,0个工作日,2.0,1.0,4
思明区,医疗卫生,病残儿初步医学鉴定的初审,个人,思明区嘉莲街道长青社区,20个工作日,3.0,2.0,3
思明区,就业创业,灵活就业人员社保补贴,个人,思明区嘉莲街道龙山社区,10个工作日,1.0,1.0,3
思明区,社会保障,特困人员对象认定办事指南,个人,思明区嘉莲街道,10个工作日,2.0,2.0,3
思明区,医疗卫生,民政救济精神病人资格认定,个人,思明区嘉莲街道莲兴社区,0个工作日,2.0,2.0,3
思明区,就业创业,思明区低保人员就业奖励,个人,思明区嘉莲街道龙山社区,0个工作日,1.0,1.0,3
思明区,民族宗教,申请变更民族成份的初审,个人,思明区民族与宗教事务局,10个工作日,1.0,1.0,4
思明区,社会保障,最低生活保障对象认定,个人,思明区嘉莲街道,10个工作日,1.0,1.0,3
思明区,医疗卫生,社会保障卡交易密码设立、变更办理,个人,思明区嘉莲街道莲花北社区,0个工作日,2.0,1.0,4
思明区,就业创业,自主创业奖励申请,个人,思明区嘉莲街道莲花北社区,0个工作日,2.0,1.0,4
思明区,民族宗教,宗教教职人员认定备案,个人,思明区民族与宗教事务局,10个工作日,,0.0,5
思明区,社会保障,最低生活保障对象认定,个人,思明区鹭江街道,10个工作日,2.0,2.0,3
思明区,医疗卫生,健康综合账户家庭共济网办理,个人,思明区嘉莲街道莲花北社区,0个工作日,1.0,1.0,4
思明区,就业创业,思明区低保人员就业奖励,个人,思明区嘉莲街道莲花五村社区,0个工作日,1.0,1.0,3
思明区,就业创业,思明区低保人员就业奖励,个人,思明区嘉莲街道莲花北社区,0个工作日,1.0,1.0,3
思明区,社会保障,申请参保人员自付医疗费困难补助,个人,思明区鹭江街道,5个工作日,2.0,2.0,3
思明区,医疗卫生,小额医药补助服务,个人,思明区嘉莲街道莲花五村社区,6个工作日,2.0,2.0,3
思明区,就业创业,创业带动就业奖励申办,"个人,企业",思明区梧村街道浦南社区,7个工作日,2.0,2.0,3
思明区,社会保障,孤寡退休老人护理费补助申请,个人,思明区开元街道,5个工作日,2.0,2.0,3
思明区,医疗卫生,民政救济精神病人资格认定,个人,思明区嘉莲街道莲秀社区,0个工作日,2.0,2.0,3
思明区,就业创业,灵活就业人员社保补贴,个人,思明区嘉莲街道莲花五村社区,10个工作日,1.0,1.0,3
思明区,社会保障,异地居住我市企业退休人员领取养老金资格协助认证,个人,思明区开元街道,0个工作日,2.0,1.0,4
思明区,医疗卫生,特困老人就餐送餐服务,个人,思明区嘉莲街道莲秀社区,3个工作日,1.0,1.0,3
思明区,就业创业,自主创业奖励申请,个人,思明区嘉莲街道莲花五村社区,0个工作日,2.0,1.0,4
思明区,就业创业,创业带动就业奖励申办,个人,思明区嘉莲街道莲兴社区,0个工作日,1.0,1.0,3
思明区,社会保障,特困人员供养的申请与审核,个人,思明区鹭江街道,10个工作日,2.0,2.0,3
思明区,医疗卫生,小额医药补助服务,个人,思明区嘉莲街道华福社区,6个工作日,2.0,2.0,3
思明区,就业创业,思明区低保人员就业奖励,个人,思明区嘉莲街道松柏社区,0个工作日,1.0,1.0,3
思明区,社会保障,社会保障卡交易密码设立、变更办理,个人,思明区鹭江街道,0个工作日,2.0,1.0,4
思明区,社会保障,最低生活保障对象认定,个人,思明区筼筜街道,10个工作日,2.0,1.0,4
思明区,医疗卫生,民政救济精神病人资格认定,个人,思明区嘉莲街道龙山社区,0个工作日,2.0,2.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区嘉莲街道松柏社区,0个工作日,1.0,1.0,3
思明区,社会保障,社会保障卡交易密码设立及变更,个人,思明区筼筜街道,0个工作日,2.0,1.0,4
思明区,医疗卫生,小额医药补助服务,个人,思明区嘉莲街道长青社区,6个工作日,2.0,2.0,3
思明区,医疗卫生,申请参保人员自付医疗费困难补助,个人,思明区嘉莲街道莲兴社区,5个工作日,1.0,1.0,3
思明区,就业创业,自主创业奖励申请,个人,思明区嘉莲街道长青社区,0个工作日,2.0,1.0,4
思明区,社会保障,低收入家庭认定的初审,个人,思明区滨海街道,7个工作日,1.0,1.0,4
思明区,医疗卫生,思明区红十字人道救助申请,个人,思明区嘉莲街道松柏社区,7个工作日,1.0,1.0,3
思明区,就业创业,思明区就业困难人员就业补贴,个人,思明区嘉莲街道松柏社区,0个工作日,1.0,1.0,4
思明区,社会保障,低收入家庭认定的初审,个人,思明区嘉莲街道,10个工作日,2.0,2.0,3
思明区,医疗卫生,申请参保人员自付医疗费困难补助,个人,思明区嘉莲街道松柏社区,5个工作日,1.0,1.0,3
思明区,就业创业,创业带动就业奖励申办,个人,思明区嘉莲街道松柏社区,0个工作日,1.0,1.0,3
思明区,社会保障,灵活就业人员社保补贴,个人,思明区鹭江街道,10个工作日,2.0,1.0,4
思明区,医疗卫生,民政救济精神病人资格认定,个人,思明区嘉莲街道松柏社区,0个工作日,2.0,2.0,3
思明区,就业创业,灵活就业人员社保补贴,个人,思明区嘉莲街道松柏社区,10个工作日,1.0,1.0,3
思明区,社会保障,重残残疾人居家护理补贴的初审,个人,思明区鹭江街道,5个工作日,2.0,1.0,4
思明区,医疗卫生,重度残疾人护理补贴初审,个人,思明区嘉莲街道松柏社区,8个工作日,1.0,1.0,3
思明区,医疗卫生,民政救济精神病人资格认定,个人,思明区嘉莲街道莲西社区,0个工作日,2.0,2.0,3
思明区,就业创业,自主创业奖励申请,个人,思明区嘉莲街道松柏社区,0个工作日,2.0,1.0,4
思明区,社会保障,申领城乡居民养老保险丧葬补助金,个人,思明区厦港街道,12个工作日,2.0,2.0,3
思明区,医疗卫生,精神残疾人服药补贴材料的初审,个人,思明区嘉莲街道莲兴社区,5个工作日,1.0,1.0,3
思明区,就业创业,扶持残疾人自主创业补贴材料的初审,个人,思明区嘉莲街道松柏社区,20个工作日,1.0,1.0,3
思明区,社会保障,思明区低保人员就业奖励,个人,思明区鼓浪屿街道,0个工作日,2.0,1.0,4
思明区,医疗卫生,四残儿童”抢救性康复补助,个人,思明区嘉莲街道莲兴社区,10个工作日,1.0,1.0,3
思明区,就业创业,就业援助对象登记,个人,思明区鼓浪屿街道劳动保障,0个工作日,3.0,2.0,3
思明区,社会保障,申请参保人员自付医疗费困难补助,个人,思明区鼓浪屿街道劳动保障所,17个工作日,,2.0,3
思明区,医疗卫生,重点优抚对象和革命“五老”人员医疗门诊费、体检费等医疗补助金,个人,思明区嘉莲街道莲兴社区,5个工作日,1.0,1.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区滨海街道黄厝社区,0个工作日,,1.0,4
思明区,社会保障,低收入家庭认定,个人,思明区开元街道,10个工作日,,1.0,4
思明区,医疗卫生,小额医药补助服务,个人,思明区嘉莲街道莲西社区,6个工作日,2.0,2.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区滨海街道曾厝垵社区,0个工作日,1.0,1.0,4
思明区,社会保障,保障性住房申请人资格的审核,个人,思明区鹭江街道,35个工作日,2.0,2.0,3
思明区,医疗卫生,申请参保人员自付医疗费困难补助,个人,思明区嘉莲街道长青社区,5个工作日,1.0,1.0,3
思明区,就业创业,创业带动就业奖励申办,个人,思明区滨海街道演武社区,0个工作日,1.0,1.0,4
思明区,就业创业,就业困难人员认定,个人,思明区滨海街道演武社区,2个工作日,,1.0,4
思明区,社会保障,最低生活保障对象认定,个人,思明区开元街道,10个工作日,,1.0,4
思明区,医疗卫生,重点优抚对象和革命“五老”人员医疗门诊费、体检费等医疗补助金,个人,思明区嘉莲街道松柏社区,5个工作日,1.0,1.0,3
思明区,就业创业,就业困难人员认定,个人,思明区滨海街道黄厝社区,2个工作日,,1.0,4
思明区,社会保障,申请参保人员自付医疗费困难补助,个人,思明区开元街道,5个工作日,,1.0,3
思明区,医疗卫生,病残儿初步医学鉴定的初审,个人,思明区嘉莲街道松柏社区,20个工作日,3.0,2.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区滨海街道白城社区,0个工作日,,1.0,4
思明区,社会保障,企业退休人员供养直系亲属申请抚恤待遇,个人,思明区鼓浪屿街道,8个工作日,2.0,1.0,4
思明区,社会保障,困难残疾人生活补助初审,个人,思明区鹭江街道,10个工作日,2.0,1.0,4
思明区,医疗卫生,受理安康医疗救助（非“一站式”申请）,个人,思明区嘉莲街道松柏社区,21个工作日,2.0,2.0,3
思明区,就业创业,思明区就业困难人员就业补贴,个人,思明区滨海街道演武社区,0个工作日,1.0,1.0,4
思明区,社会保障,申请城乡居民养老保险待遇,个人,思明区开元街道,10个工作日,,0.0,4
思明区,社会保障,自主创业奖励申办,个人,思明区鼓浪屿街道,0个工作日,2.0,1.0,4
思明区,医疗卫生,四残儿童”抢救性康复补助,个人,思明区嘉莲街道松柏社区,10个工作日,1.0,1.0,3
思明区,就业创业,创业场地补贴申请,个人,思明区滨海街道演武社区,0个工作日,1.0,1.0,4
思明区,就业创业,停止灵活就业人员申请失业保险金,个人,思明区滨海街道演武社区,0个工作日,1.0,1.0,3
思明区,社会保障,申请城乡居民养老保险待遇,个人,思明区筼筜街道,5个工作日,2.0,2.0,3
