area,topic,servicename,foruser,deptname,promiseday,ckcs,wscs,starprorepty
厦门市,交通运输,4.机动车综合性能检测站增加检测线检测能力评审及结果公布,企业,厦门市交通运输局（厦门市道路运输管理处）,40个工作日,1.0,1.0,3
厦门市,农林牧渔,直管公房维修管理,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,10个工作日,0.0,,5
厦门市,交通运输,6.经营性道路客货运输车辆道路运输证年度审验,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,农林牧渔,直管公房租金管理,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,0个工作日,0.0,,5
厦门市,交通运输,1.普通货物运输经营许可,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,2.0,5
厦门市,农林牧渔,房屋代管,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,10个工作日,1.0,,4
厦门市,农林牧渔,非跨设区市行政区域海洋工程建设项目环境影响报告书审查批准（简化优化审批流程）,"个人,企业,事业单位,其他组织",厦门市海洋与渔业局,21个工作日,1.0,1.0,4
厦门市,交通运输,3.普通货物运输经营扩大经营范围,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,2.0,5
厦门市,农林牧渔,直管公房租赁合同管理,"个人,企业,事业单位,行政机关,社团组织",厦门市国土资源与房产管理局,0个工作日,1.0,,4
厦门市,交通运输,2.大型物件运输经营许可许可事项变更,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,2.0,5
厦门市,农林牧渔,非跨设区市行政区域海域使用权的审核（简化优化审批流程）,"个人,企业,事业单位,行政机关,其他组织",厦门市海洋与渔业局,7个工作日,1.0,1.0,4
厦门市,交通运输,2.道路危险货物运输经营许可地址变更,企业,厦门市交通运输局（厦门市道路运输管理处）,0个,1.0,1.0,3
厦门市,农林牧渔,非承包方式集体林地使用权首次登记,"个人,企业,其他组织",不动产登记中心,10个工作日,1.0,2.0,4
厦门市,交通运输,网约车车辆经营许可,企业,厦门市交通运输局,2个工作日,2.0,2.0,3
厦门市,农林牧渔,海域使用权转移登记,"个人,企业,其他组织",不动产登记中心,10个工作日,1.0,2.0,4
厦门市,交通运输,2.经营性道路客货运输车辆道路运输证换发,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,农林牧渔,非承包方式集体林地使用权转移登记,"个人,企业,其他组织",不动产登记中心,10个工作日,1.0,2.0,4
厦门市,交通运输,3.机动车综合性能检测站改建检测能力评审及结果公布,企业,厦门市交通运输局（厦门市道路运输管理处）,40个工作日,1.0,1.0,3
厦门市,农林牧渔,海域使用权注销登记,"个人,企业,其他组织",不动产登记中心,10个工作日,1.0,1.0,4
厦门市,交通运输,15.普通货物运输经营许可注销,企业,厦门市交通运输局（厦门市道路运输管理处）,0个,1.0,1.0,3
厦门市,农林牧渔,海域使用权首次登记,"个人,企业,其他组织",不动产登记中心,10个工作日,1.0,2.0,4
厦门市,交通运输,18.大型物件运输经营许可注销,企业,厦门市交通运输局（厦门市道路运输管理处）,0个,1.0,1.0,3
厦门市,农林牧渔,国家审批权限的海域使用的初审转报,"个人,企业,其他组织",厦门市海洋与渔业局,7个工作日,1.0,1.0,4
厦门市,交通运输,14.普通货物运输经营者经营地址变更,企业,厦门市交通运输局（厦门市道路运输管理处）,0个,1.0,1.0,3
厦门市,农林牧渔,渔业捕捞许可（市级事项）（可下乡办理）,"个人,企业,事业单位,其他组织",厦门市海洋与渔业局,7个工作日,1.0,1.0,4
厦门市,交通运输,10.非经营性放射性物品道路运输经营许可名称变更,企业,厦门市交通运输局（厦门市道路运输管理处）,0个,1.0,1.0,3
厦门市,农林牧渔,海洋大型拖网、围网作业的渔业捕捞许可证核发（不含涉外渔业）（省级委托事项）（可下乡办理）,"个人,企业,事业单位,其他组织",厦门市海洋与渔业局,7个工作日,1.0,1.0,4
厦门市,交通运输,23.道路货物运输站（场）经营者地址变更,企业,厦门市交通运输局（厦门市道路运输管理处）,0个,1.0,1.0,3
厦门市,农林牧渔,渔业船舶国籍登记（可下乡办理）,"个人,企业,事业单位,其他组织",厦门渔港监督局,7个工作日,1.0,1.0,4
厦门市,交通运输,2.道路危险货物运输经营许可事项变更,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,2.0,2.0,3
厦门市,交通运输,3.专用运输经营扩大经营范围,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,2.0,5
厦门市,农林牧渔,渔业船舶抵押权登记（可下乡办理）,"个人,企业,事业单位,其他组织",厦门渔港监督局,7个工作日,1.0,1.0,4
厦门市,交通运输,12.非经营性放射性物品道路运输许可注销,企业,厦门市交通运输局（厦门市道路运输管理处）,0个,1.0,1.0,4
厦门市,交通运输,17.大型物件运输经营者经营地址变更,企业,厦门市交通运输局（厦门市道路运输管理处）,0个,1.0,1.0,3
厦门市,农林牧渔,专项捕捞许可证核发（省级委托事项）（可下乡办理）,"个人,企业,事业单位,其他组织",厦门市海洋与渔业局,7个工作日,1.0,1.0,4
厦门市,交通运输,4.道路客运企业《道路运输经营许可证》换发（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,交通运输,1.道路客运企业经营许可（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,2.0,2.0,3
厦门市,农林牧渔,近海作业的捕捞许可证核发（省级委托事项）（可下乡办理）,"个人,企业,事业单位,其他组织",厦门市海洋与渔业局,7个工作日,1.0,1.0,4
厦门市,交通运输,2.道路客运企业设立子公司（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,2.0,2.0,3
厦门市,农林牧渔,远洋渔业项目的审核（初审）,企业,厦门市海洋与渔业局,4个工作日,1.0,1.0,4
厦门市,交通运输,3.机动车维修经营者经营范围变更（审批改备案）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个,1.0,1.0,3
厦门市,农林牧渔,非承包方式集体林地使用权变更登记,"个人,企业,其他组织",不动产登记中心,10个工作日,1.0,2.0,4
厦门市,交通运输,跨越、穿越公路修建桥梁、渡槽或者架设、埋设管道、电缆等设施审批（告知承诺制）,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,农林牧渔,厦门市城镇房屋权属登记查询,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,0个工作日,1.0,1.0,3
厦门市,交通运输,6.汽车租赁企业经营许可车辆变更,企业,厦门市交通运输局(厦门市道路运输管理处）,0个工作日,0.0,,5
厦门市,农林牧渔,非承包方式集体林地使用权注销登记,"个人,企业,其他组织",不动产登记中心,10个工作日,1.0,1.0,4
厦门市,交通运输,3.大型物件运输经营扩大经营范围（审批改备案）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,4
厦门市,农林牧渔,海洋工程建设项目环境影响报告书审查批准,"个人,企业,事业单位,其他组织",厦门市海洋与渔业局,21个工作日,1.0,1.0,4
厦门市,交通运输,6.道路客运班线起讫站点、中途停靠站点变更（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,农林牧渔,渔业船舶所有权登记（可下乡办理）,"个人,企业,事业单位,其他组织",厦门渔港监督局,7个工作日,1.0,1.0,4
厦门市,交通运输,外商投资道路运输业终止经营服务,企业,厦门市交通运输局,10个工作日,2.0,2.0,3
厦门市,农林牧渔,直管公房非住宅转租核准,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,4个工作日,1.0,1.0,4
厦门市,交通运输,3.旅游包车客运终止经营（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,交通运输,3.道路客运班线日发班次变更（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,农林牧渔,渔业船舶国籍注销登记（可下乡办理）,"个人,企业,事业单位,其他组织",厦门渔港监督局,7个工作日,1.0,1.0,4
厦门市,交通运输,2.道路客运站（场）经营主体、站址、经营范围变更,企业,厦门市交通运输局（厦门市道路运输管理处）,5个工作日,0.0,1.0,5
厦门市,农林牧渔,单位提取已售公有住房住宅专项维修资金审核,"企业,事业单位,行政机关,社团组织",厦门市国土资源与房产管理局,8个工作日,1.0,1.0,4
厦门市,交通运输,2.大型物件运输经营许可许可事项变更（审批改备案）,企业,厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,农林牧渔,厦门市国土房产测绘档案查阅,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,42个小时,2.0,2.0,3
厦门市,交通运输,4.道路运输驾驶员从业资格培训许可事项变更,企业,厦门市交通运输局,5个工作日,0.0,,3
厦门市,交通运输,3.普通机动车驾驶员培训机构变更名称、法定代表人等事项备案,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,农林牧渔,制造、改造渔业船舶设计图纸、技术文件审批（按业务核定范围）（可下乡办理）,"个人,企业,事业单位,其他组织",厦门渔业船舶检验局,7个工作日,2.0,2.0,3
厦门市,交通运输,4.道路客运企业终止经营（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,农林牧渔,渔业船网工具指标的审批（省级委托事项）（可下乡办理）,"个人,企业,事业单位,其他组织",厦门市海洋与渔业局,0个工作日,1.0,1.0,4
厦门市,交通运输,非跨设区市行政区域海域使用权的审核（简化优化审批流程）,"个人,企业,事业单位,行政机关,其他组织",厦门市海洋与渔业局,7个工作日,1.0,1.0,4
厦门市,农林牧渔,渔业船舶光船租赁登记（可下乡办理）,"个人,企业,事业单位,其他组织",厦门渔港监督局,7个工作日,1.0,1.0,4
厦门市,交通运输,3.汽车租赁企业经营许可变更企业名称,企业,厦门市交通运输局(厦门市道路运输管理处）,3个工作日,1.0,,4
厦门市,农林牧渔,海域使用权变更登记,"个人,企业,其他组织",不动产登记中心,10个工作日,1.0,2.0,4
厦门市,交通运输,3.道路客运企业扩大经营范围（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,农林牧渔,动物防疫条件审核,"个人,企业",厦门市农业局,7个工作日,1.0,1.0,3
厦门市,交通运输,5.机动车驾驶员培训教练场许可,企业,厦门市交通运输局,5个工作日,0.0,,3
厦门市,农林牧渔,动物诊疗许可证变更,企业,厦门市农业局,6个工作日,1.0,,3
厦门市,交通运输,2.道路客运企业变更法定代表人、名称、地址备案（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,农林牧渔,动物诊疗许可证申请设立,企业,厦门市农业局,6个工作日,1.0,1.0,3
厦门市,交通运输,4.普通机动车驾驶员培训许可注销,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,农林牧渔,兽药经营许可(不含经营兽用生物制品),企业,厦门市农业局,10个工作日,1.0,1.0,3
厦门市,交通运输,6.道路运输驾驶员从业资格培训经营许可证换发,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,农林牧渔,兽用生物制品经营许可,企业,厦门市农业局,10个工作日,1.0,1.0,3
厦门市,交通运输,4.《教学车辆证》注销,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,农林牧渔,农业植物调运检疫,"个人,企业",厦门市农业局,5个工作日,1.0,1.0,3
厦门市,交通运输,8.道路客运班线（或车辆）终止经营（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,农林牧渔,农业植物产地检疫,"个人,企业",厦门市农业局,5个工作日,1.0,1.0,3
厦门市,交通运输,2.汽车租赁企业经营许可变更法定代表人,企业,厦门市交通运输局(厦门市道路运输管理处）,3个工作日,1.0,,4
厦门市,农林牧渔,种畜禽生产经营许可证核发,"个人,企业",厦门市农业局,7个工作日,1.0,1.0,3
厦门市,交通运输,7.道路运输驾驶员从业资格培训机构变更名称、法定代表人等事项备案,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,农林牧渔,拖拉机驾驶培训许可证核发,企业,厦门市农业局,7个工作日,1.0,1.0,4
厦门市,交通运输,1.大型物件运输经营许可（审批改备案）,企业,厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,农林牧渔,兽药产品广告审批,企业,厦门市农业局,7个工作日,1.0,1.0,4
厦门市,交通运输,1.汽车租赁经营许可,企业,厦门市交通运输局(厦门市道路运输管理处）,7个工作日,0.0,,5
厦门市,农林牧渔,农药产品广告审批,企业,厦门市农业局,7个工作日,1.0,1.0,3
厦门市,交通运输,1.专用运输经营许可（审批改备案）,企业,厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,农林牧渔,进口兽药通关单核发,企业,厦门市农业局,1个工作日,1.0,1.0,4
厦门市,交通运输,2.普通机动车驾驶员培训经营许可证换发,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,农林牧渔,农作物种子生产经营许可证核发,"个人,企业",厦门市农业局,7个工作日,1.0,1.0,4
厦门市,交通运输,3.《教学车辆证》变更,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,农林牧渔,动物、动物产品检疫（含国内放蜂的检疫）,"个人,企业",厦门市农业局,1个工作日,2.0,,3
厦门市,交通运输,11.机动车驾驶员培训教练场变更名称、法定代表人等事项备案,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,农林牧渔,《犬类免疫证》办理,"个人,企业",厦门市农业局,0个工作日,2.0,,3
厦门市,交通运输,道路客运标志牌、证的遗失、损坏补领,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,水务气象,海堤、河道管理范围内涉河工程的建设方案及防洪影响评价审查,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,农林牧渔,无公害农产品产地认定,企业,厦门市农业局,18个工作日,1.0,,3
厦门市,交通运输,1.一、二、三、四级及以下道路客运站站级核定,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,2.0,2.0,3
厦门市,水务气象,拆迁补偿房屋接收、接管,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,5个工作日,1.0,,4
厦门市,交通运输,5.道路客运班线班车类别变更（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,水务气象,50M以下中型水库和影响县城安全或坝高30M以上小型水库的大坝（水闸）安全鉴定意见的审定,"企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,1.巡游车车辆经营许可,企业,厦门市交通运输局(厦门市道路运输管理处）,5个工作日,1.0,1.0,3
厦门市,水务气象,生产建设项目水土保持方案报告表,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,0个工作日,1.0,1.0,4
厦门市,交通运输,2.旅游包车客运车辆更新、变更（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,水务气象,厦门市城镇房屋权属登记查询,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,0个工作日,1.0,1.0,3
厦门市,交通运输,利用跨越公路的设施悬挂非公路标志审批,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市交通运输局,7个工作日,0.0,0.0,4
厦门市,水务气象,入河排污口设置审核,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,1.普通货物运输经营许可（审批改备案）,企业,厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,水务气象,升放无人驾驶自由气球或者系留气球活动审批,企业,厦门市气象局,1个工作日,0.0,1.0,5
厦门市,水务气象,防雷装置竣工验收,企业,厦门市气象局,3个工作日,2.0,2.0,3
厦门市,交通运输,5.巡游车企业终止经营,企业,厦门市交通运输局(厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,水务气象,升放无人驾驶自由气球、系留气球单位资质认定,企业,厦门市气象局,7个工作日,0.0,1.0,5
厦门市,交通运输,2.普通机动车驾驶员培训许可事项变更,企业,厦门市交通运输局,5个工作日,0.0,,3
厦门市,水务气象,建设工程避免危害气象探测环境审核,企业,厦门市气象局,7个工作日,1.0,1.0,4
厦门市,水务气象,取水许可证注销,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,4.外商投资道路运输业延期经营审批,企业,厦门市交通运输局,10个工作日,2.0,2.0,3
厦门市,水务气象,直管公房非住宅转租核准,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,4个工作日,1.0,1.0,4
厦门市,水务气象,水利基建项目初步设计文件审批,"企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,因修建铁路、机场、供电、水利、通信等建设工程需要占用、挖掘公路、公路用地或者使公路改线审批(告知承诺制）,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,水务气象,生产建设项目水土保持方案报告书审批,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,2.专用运输经营许可事项变更（审批改备案）,企业,厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,水务气象,中型水库（水电站）汛期调度运用计划审批,"企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,3.专用运输经营扩大经营范围（审批改备案）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,4
厦门市,交通运输,道路旅客运输站（场）外设置客运售票点备案,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,水务气象,农村集体经济组织修建水库批准,"企业,民办非企业单位,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,7.汽车租赁企业经营许可终止汽车租赁经营,企业,厦门市交通运输局(厦门市道路运输管理处）,3个工作日,0.0,,5
厦门市,水务气象,在建水工程度汛方案审批,"企业,事业单位,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,水务气象,水工程建设规划同意书审查,"企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,2.《教学车辆证》补发,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,水务气象,单位提取已售公有住房住宅专项维修资金审核,"企业,事业单位,行政机关,社团组织",厦门市国土资源与房产管理局,8个工作日,1.0,1.0,4
厦门市,交通运输,5.道路运输驾驶员从业资格培训经营许可证补发,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,水务气象,厦门市国土房产测绘档案查阅,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,42个小时,2.0,2.0,3
厦门市,交通运输,1.汽车租赁经营许可（审批改备案）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,,4
厦门市,水务气象,水利工程验收审查,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市水利局,17个工作日,1.0,1.0,4
厦门市,交通运输,12.机动车驾驶员培训教练场许可注销,企业,厦门市交通运输局,0个工作日,1.0,1.0,3
厦门市,水务气象,1000万至1亿立方米的中型水库大坝和直管的水库大坝注册登记,"企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,0.0,0.0,4
厦门市,交通运输,2.巡游车车辆经营变更车辆经营权经营主体,企业,厦门市交通运输局(厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,水务气象,取水申请,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,23个工作日,1.0,1.0,4
厦门市,交通运输,1.巡游车企业经营许可,企业,厦门市交通运输局(厦门市道路运输管理处）,5个工作日,1.0,1.0,3
厦门市,水务气象,水平衡测试考核,企业,厦门市建设局,5个工作日,1.0,1.0,4
厦门市,交通运输,1.《教学车辆证》发放,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,水务气象,水利部门主管的中型水闸安全鉴定意见审定,"企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,2.道路客运班线经营主体变更（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,水务气象,水利项目可行性研究报告行业审查,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,4.道路客运班线主要途经地变更（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,水务气象,防雷装置设计审核,企业,厦门市气象局,2个工作日,2.0,2.0,3
厦门市,水务气象,海堤、河道管理范围内有关活动审查,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,2.异地设立分支机构（自有车辆未达300辆以上）（审批改备案）,企业,厦门市交通运输局(厦门市道路运输管理处）,0个工作日,1.0,,4
厦门市,水务气象,水利工程供水价格审核,"企业,事业单位",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,3.巡游车车辆经营更新车辆,企业,厦门市交通运输局(厦门市道路运输管理处）,5个工作日,1.0,1.0,4
厦门市,水务气象,直管公房租赁合同管理,"个人,企业,事业单位,行政机关,社团组织",厦门市国土资源与房产管理局,0个工作日,1.0,,4
厦门市,交通运输,1.旅游包车运力投放许可（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,1.0,1.0,3
厦门市,水务气象,生产建设项目水土保持方案登记表备案,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,0个工作日,1.0,1.0,4
厦门市,交通运输,2.道路客运站（场）经营许可证件换发,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,水务气象,取水许可证核发,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,7个工作日,1.0,1.0,4
厦门市,交通运输,利用公路桥梁、公路隧道、涵洞铺设电缆等设施审批（告知承诺制）,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,水务气象,取水许可证延续,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,16个工作日,1.0,1.0,4
厦门市,交通运输,直管公房租赁合同管理,"个人,企业,事业单位,行政机关,社团组织",厦门市国土资源与房产管理局,0个工作日,1.0,,4
厦门市,水务气象,房屋代管,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,10个工作日,1.0,,4
厦门市,交通运输,在公路建筑控制区范围内修建公路服务设施审批(告知承诺制）,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,水务气象,直管公房租金管理,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,0个工作日,0.0,,5
厦门市,交通运输,在公路建筑控制区内埋设管道、电缆等设施审批（告知承诺制),"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,水务气象,直管公房维修管理,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市国土资源与房产管理局,10个工作日,0.0,,5
厦门市,交通运输,二手车转移登记环保审核,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市环境保护局,0个工作日,1.0,1.0,4
厦门市,水务气象,取水许可证变更,"个人,企业,事业单位,行政机关,其他组织",厦门市水利局,4个工作日,1.0,1.0,4
厦门市,交通运输,1.道路客运班线经营许可（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,交通运输,2.机动车维修经营者经营资质变更（审批改备案）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,交通运输,在公路增设或改造平面交叉道口审批（简化、优化审批流程和材料）,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市交通运输局,7个工作日,0.0,0.0,4
厦门市,交通运输,10.机动车驾驶员培训教练场经营许可证换发,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,交通运输,4.机动车维修经营者经营地址变更（审批改备案）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,交通运输,3.普通货物运输经营扩大经营范围（审批改备案）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,4
厦门市,交通运输,1.普通机动车驾驶员培训许可,企业,厦门市交通运输局,5个工作日,0.0,,3
厦门市,交通运输,1.异地设立分支机构（自有车辆达300辆以上),企业,厦门市交通运输局(厦门市道路运输管理处）,3个工作日,0.0,,5
厦门市,交通运输,道路客运站（场）名称变更备案,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,交通运输,6.巡游车车辆经营许可撤销,企业,厦门市交通运输局(厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,交通运输,道路货物运输站（场）经营许可（审批改备案）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,4
厦门市,交通运输,2.普通货物运输经营许可许可事项变更（审批改备案）,企业,厦门市交通运输局,0个工作日,1.0,1.0,4
厦门市,交通运输,4.巡游车车辆经营暂停经营,企业,厦门市交通运输局(厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,交通运输,8.道路运输驾驶员从业资格培训许可注销,企业,厦门市交通运输局厦门市交通运输局（厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,交通运输,6.巡游车企业经营许可撤销,企业,厦门市交通运输局(厦门市道路运输管理处）,0个工作日,1.0,1.0,3
厦门市,交通运输,1.道路客运企业减少经营范围备案（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,交通运输,6.机动车驾驶员培训教练场许可事项变更,企业,厦门市交通运输局,5个工作日,0.0,,3
厦门市,交通运输,3.道路运输驾驶员从业资格培训许可,企业,厦门市交通运输局,5个工作日,0.0,,3
厦门市,交通运输,3.巡游车企业变更法定代表人,企业,厦门市交通运输局(厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,交通运输,7.道路客运班线（或车辆）暂停经营（经营范围为省、市、县际和县内）,企业,厦门市交通运输局（厦门市道路运输管理处）,7个工作日,0.0,1.0,5
厦门市,交通运输,3.道路客运站（场）经营许可证件补发,企业,厦门市交通运输局（厦门市道路运输管理处）,0个工作日,0.0,1.0,5
厦门市,交通运输,第一类易制毒化学品的运输许可（简化优化流程）,企业,厦门市公安局,9个工作日,0.0,,2
