click_r,release_t,title,content,transfer_u,expect_t,reply_c,satisfy_d,evaluate_t,evaluate_c
1172,2010/11/8,上户口问题,我姐夫是南平大洋乡大洋村人，有违法没到位行为。他小孩有8岁了现在小孩要上户口。今天有姐去当地派出所给小孩上户口。当地派出所一直接以他爸要现场签字为由不让小孩上户口，现在小孩读书都很难。他爸我们也没办法联系上。都说孩子是祖国的未来。祖国的花朵，为什么不让上户口请问当地派出所不让小孩子上户口是否有依具。如果没有依据应该如何解决小孩上户口问题。如果帮我调解好有个答案请给我姐一个电话我姐叫邓丽玉13#######71,南平市公安局,2010/11/8,邓昌荣同志：您好！您反映“上户口问题”的来邮已收悉，现答复如下：1、根据户口管理规定，小孩可随父或随母落户，如您姐的小孩要随父亲落户，请您姐夫带上以下材料到户口所在地办理落户。所需材料：①《结婚证》②父亲《居民户口簿》、《身份证》③子女《出生医学证明》。2、如您姐夫有违法行为，请他主动到公安机关说明情况（争取从轻条件）。您若无法联系您姐夫，建议小孩先随母落户。感谢您对公安工作的理解和支持！,,,
200,2010/12/10,小孩高考身份证,今年女儿高考办理身份证，派出所人员未给加急，时间来不及，会影响报考，望厅长帮忙给予关照，要求办证部门，及时帮助解决。让孩子能及时报考,延平分局,2010/12/10,您好。你小孩高考身份证已做好现已领走。,,,
826,2010/12/10,明溪县公安局城关派出所不给上户口,我生有一女孩。至今7岁了，还没上户口，到明溪县公安局办理上户口，派出所要求乡镇盖章出证明，而乡镇要求本人缴纳社会抚养费，因经济条件不好本人已经交了一部分，还是没给上户口前几天新闻里说福建省要解决20万，黑户上户口的问题吗？如今我的孩子又要面临不能有户口又不能上学校的情况。，其他县市都可以上户口就明溪不能上户口。让我的孩子上个户口吧？也让我的孩子去学校读书吧。,明溪县局,2010/12/4,曾亮红同志：你好！你的来邮已收悉。凡提供孩子《出生医学证明》和父母《结婚证》、身份证、户口簿等相关证件的，可到父母户口所在地派出所的户籍窗口申报户口。如有疑问，可拨打电话2819022详细咨询。,很满意,2011-50-09 01:50:52,"2pG#############ea,[url=http://ar########ob.com/]ar########ob[/url],[link=http://fu########vu.com/]fu########vu[/link],http://el########oq.com/"
75,2011/1/10,有关孩子户口,我是1995年高校毕业分配进福建邵武工作，集体户口，2003年辞职创业。2006年在邵武市民政进行结婚登记，2007年申领准生证，但直到2010年6月份我的第一个女儿出生。可就在回邵武进行出生登记时，邵武市公安局水北派出所户籍窗口告诉我“集体户口不能进行初生婴儿落户登记”。根据省公安厅、省卫生厅、省民政厅和省人口计划生育委员会闽公综[2008]228号《关于解决我省历年出生人口未落户问题的意见》要求，对于我省历年出生人口未落户的规定如下：（一）凡提供本人《出生医学证明》和父母《结婚证》的，派出所户籍窗口应当场予以办理落户手续，不得增设任何条件和程序。所以我想问：为什么集体户口就不能进行出生婴儿登记落户？这个问题我已经是第三次咨询，之前两次都没有答复，不知是你们不愿意回答还是不知怎么回答？,,,您好，您所反映的问题我们已经获悉并受理。请耐心等候答复。,,,
158,2011/3/31,要求恢复被多报删除的户口,本人缪锦，男，1983年5月26日出生，家住福安市穆阳镇东旭街2号，现有身份证号码为35#######3052##01X。因2003年被福建育青职业技术学院录取，户口迁往石狮市，当时没有去石狮读书后又去湖北仙桃职业学校就读而将户口迁往湖北仙桃，2005年学校毕业将户口迁回穆阳落户，并于05年12月办理了一张身份证，号码为35#######3052##01X，用此张身份证办理了社保、结婚证、房产证等。2008年2月我去派出所办理我女儿户口落户时被靠知我的身份证号与石狮的一个叫缪锦的重号，身份证号码被改为35#######3052##052，我才知道石狮的户口在迁往湖北学校时派出所电脑里没有注销。后我多次要求派出所将我身份证号改我原来的35#######3052##01X，均未办成，派出所民警还要我自已到石狮将户口注销，才能恢复原身份证号码。因我长年在外经商和石狮人生地不熟一直没有前往石狮办理注销户口手续。今年3月22日，我去派出所办理户口得知穆阳的户口被注销，且当时注销时没有通知本人和经过本人的确认。于是我要求恢复户口，办户口的民警告知我只能从石狮将户口迁回，并要求我提供石狮方面的户口证明和户口簿，不然没办法做。石狮对于我来说是个陌生的城市，况且我手上根本没有石狮的户口簿，更别说去开户籍证明了。现本人要求恢复穆阳的户口，并还原我自已本身的身份证号码35#######3052##01X。本人不想再继续多次奔波于派出所之间，可是派出所总是一直拖着，我只想恢复我自已原来的户籍和证件号码，难道公安机关自已工作的失误要由本人来承担这一切的后果，做为一名群众与公安机关相比算是一个弱者，请求上级部门还我一个公道，恢复我原来的户口。,石狮市局,2011/3/25,经调查，你2003年11月11日因大中专招生户口从福安市穆阳镇东旭街2号迁来址在我市的泉州市育青职业学院（后改名为泉州纺织服装职业学院），持“闽迁字第00024407号”户口迁移证落户在该学院所在的宝盖镇塘后九区26号。2011年3月24日你持泉州纺织服装职业学院作出的《关于同意缪锦同学退学的决定》到我局宝盖派出所办理户口迁回原籍手续，迁出地为“福安市穆阳镇东旭街2号”。你在信中反映被改的身份证号码记录为352202198305261052，该条记录并不在我市，也不存在我从我市迁出没有注销户口的情况。,,,
110,2011/5/11,在福州市办理暂住证为什么这样难？,厅长先生：您好！我儿陈吉通过人才引进从上海来到福建网龙计算机网络信息技术有限公司工作已有2年半了。自来到福州一直租住在鼓楼区开元新村B1502室。为了做合法的流动人口公民，在办理暂住证正是吃尽了苦头。无奈去年去考驾驶证才有驾校给办理了一年的暂住证。今年暂住证到期，带着身份证，房屋租约合同想重新续办，可警署推社区，社区推警署，折腾了几次，最后才告诉还需房东的房产证，可房东不愿意出示他家的房产证，我儿的暂住证就办不下来。可使我惊讶的是网上到处都有福州驾校可办暂住证，（没有房东的房产证就能办，孩子去年驾校给办理暂住证就不用房产证。）当然，都是要代价的。难得做一个合法公民在福州一定要行驶歪门邪道吗？请厅长先生能给外来人员办理暂住证有个行之有效的畅通渠道，人人都做遵纪守法的公民。谢谢！,福州市公安局,2011/5/11,您好，本人持旧暂住证到暂住地派出所办理延期手续，无须其他材料。,,,
494,2011/7/12,派出所户口信息弄错无法更改,我是1989年5月17号出生的我哥是1986年10月20号出生的，在十多年以前还没换老户口本时上面的信息都没错。后来换了新户口本把我哥的出生日期写成是1989年5月20号，我还是1989年5月17号没变。但我哥比我晚三天出生还是写他是长子，我还是次子。我们发现这个问题就马上去南安市溪美派出所想改，按照他们的要求，应该提供的证件我们都有，计生局那边的档案我哥也是1986年10月20号出生的没错，他们也给出证明。就是没有医院的出生证明派出所的人不给改。在二十多年前在当时的社会环境下，我们农村户口谁家有钱上医院接生啊，一般都是在附近诊所接生的，能有几个有出生证明呢？就因为这个对方说什么也不给改，当时我老爸也找村里管事的人帮忙给对方买了烟，最后也没改成。到了后来我哥也没上学了，要出门挣钱没有身份证也不行就先把身份证办下来了。2009年低我哥结婚时他的实际年龄已经超过法定结婚年龄23周岁，但因为派出所的档案少写了三岁他变成了不够法定结婚年龄。结婚证也没法办。2010年我外甥也出生了因为没有结婚证也没法落户口。到了2011年我哥按户口上写错的年龄也已经到了法定结婚年龄，他们才去补办结婚证，顺便想给孩子落户口。但是到了计生局那边他们就说你们是不到年龄没办结婚证生孩子的要罚2万才给开证明，要不孩子没法落户口。这个从始至终我们都没有故意违反国家政策，是因为派出所把我们的户口信息弄错的。最早的老户口上面也没错肯定是在他们录入电脑档案时搞错的，上面还明显自相矛盾，我哥晚三天出生还是长子我反而是次，在说了计生局那边的档案也没错。就因为没有出生证明他们不给改才造成后来这些事情的。现在为了交这两万块不该交的罚款，我哥和我大嫂都闹矛盾了，我们也很无奈找谁说理去。,南安市局,2011/6/24,您好！接到您的信访件后，我局户政科立即与溪美派出所沟通协调，并电话通知您携带相关材料到溪美派出所户籍窗口申请办理相关手续。感谢您对公安工作的支持！,,,
86,2011/8/17,退役士兵报考政法干警,厅长您好！我是名退役士兵，我想了解下为什么现在政法干警考试对退役士兵的要求是大专及以上学历，高中的为什么不能参加考试，既然主要面向退役士兵和应届高校毕业生，那为什么国家文件只要求退役士兵有高中文凭就可以参加考试而到我们福建却是要求大专呢？难道高中退役士兵就享受不了国家所赋役的权利了吗？难道高中文凭的退役士兵比大专生差吗？,人事处,2011/8/17,您好！感谢您的来信咨询，现将所提问题答复如下：根据中央政法委等12部门联合下发的《关于印发<2011年政法干警招录培养体制改革试点工作实施方案>的通知》（政法【2011】22号），报考专科及以上学历起点本科试点班的，须具有国民教育序列专科及以上学历。福建省政法干警招录培养采取专科及以上学历起点本科教育模式，需具备大专及以上学历或同等学力方可报名。,,,
209,2011/9/19,申请开具无犯罪记录证明一定要被拍照及采集指纹吗？,我有一朋友，前几段时间到尤溪县公安局刑事部门申请开具《无犯罪记录证明》，在办事人员查验并开具了《无犯罪记录证明》后，要求我朋友在那个办事地点向另一名办事人员办理了十指指纹采集并拍照不同侧面的三张照片，然后才给交付《无犯罪记录证明》。我想请问：申办《无犯罪记录证明》，国家规定了一定得被拍照及采集指纹吗？有什么法律依据？,尤溪县局,2011/9/19,老张同志：你的咨询已收悉！办理《无犯罪记录证明》需要采集十指纹进行拍照，这是福建省公安厅文件规定的，凡是要开具无犯罪记录证明都要建立个人档案，这项规定不是我局制定的，收费也是省物委文件规定的，我局按照规定收费。特此回复！谢谢你关心和支持公安工作。二0一一年九月十九日,,,
783,2011/10/11,新生儿申报户籍,我的家乡（户籍地）在福建泉州市安溪县湖头镇湖四村，现在海南海口市经销茶叶生意。今年2月份结婚，8月19日有了孩子（出生医院海口市现代女子医院），出生手续齐全。九月份到我的户籍所在地安溪县湖头派出所申报户籍，派出所不同意办理。我们老百姓不懂政策，请上级给予指导办理。谢谢！,安溪县局,2011/10/11,李荣钦同志：您好。您于今年9月底携带一张海口市现代女子医院的出生证到湖头派出所户籍室申报新生儿落户，根据户籍管理政策规定，凡本县外出生的出生证明，必须统一发函至当地医院调查核实，待当地医院回函确认后，我局湖头派出所会及时通知您携带相关证件到户籍室办理申报新生儿落户。,满意,2011-53-27 04:53:09,"Yo################when##########ly,po######ly,ne################dove####it."
446,2011/11/24,孩子申报户口时，是否可以不随父母的姓氏，随祖姓（爷爷姓氏）,,福州市公安局,2011/11/24,您好！根据《关于印发福州市公安局办理户口居民身份证有关权限时限和程序的规定修订稿的通知》(榕公综〔2009〕611号)文件规定：婚生婴儿出生申报户口时，姓名登记要求随祖父母或外祖父母姓氏。办理手续：凭婴儿的《出生医学证明》、父母《结婚证》、《户口簿》，经子女的父母及祖父母或外祖父母协商一致后到场提出书面申请和提供相关关系证明材料，经派出所调查出具确认没有损害子女或被监护人权益的证明。到派出所窗口受理，上报审批。现孩子的祖父已去世，因此不能随祖父姓氏。,满意,2011/11/6 11:11,Fu###############ts.Don'ts################iting!
595,2012/1/6,再次投诉交管部门办事效率低下,厅长您好！盼星星盼月亮盼来新车报牌网上系统12月26日开放，本人当天一早起来准备选号，结果又来了个系统故障，具体时间另行通知！弄一个系统真的有这么难吗，需要不需要广大老百姓帮忙找几个技术员解决呢，我看这根本就是效率和责任心的问题，希望领导再次督促相关部门尽快开办网上选号业务，平息民愤，谢谢！此致！敬礼！,交警总队（交管局）,2012/1/6,您好！您的来邮收悉。现答复如下：“机动车自主选号系统”已于2011年12月29日正式开通。可选号牌范围及选号须知，请点击查看福建公安公众服务网（网址：http://www.fjgat.gov.cn）网站弹出框的告知。,满意,2012/4/20 8:04,"Cr################arti##es,yo###ve."
545,2012/5/7,户口问题,尊敬公安厅同志：您好！我叫吴宝华，今年29岁，是福建省建阳市小湖镇下乾村人，我在99年9月进入建阳市师范学校学习，由于入学原因，我把户口迁入了建阳市教育局，并且由农转非了，4年后毕业。我只希望能给我指点下，我希望把我的户口迁回原籍，并且非转农，做一个老实的农民。因为学校的4年学习生活对我来说是一个累赘，根本对我无用。在07时我结婚并且领证，开始时我无知，并不知道户口问题，等我结婚后麻烦来了，入学时把户口迁入了学校，结婚时不知道要迁回，而单地派出所说要未婚子女才能投靠父母，而女方不愿将户口迁到他们家。所以我的户口一直留在单地教育局，而我只想把户口迁回原籍，当个普通的农民。,建阳市局,2012/5/4,吴宝华：您好您来信反映的户口问题，经了解，现给你答复如下：根据福建省公安厅2001年《关于户籍制度改革的意见》及第三项第三款规定：严格执行户口准迁制度。公安机关要切实负起责任，按照群众自愿申报、居住地登记户口、人户一致等原则进行审核，并按照户口迁移程序办理落户手续。凡不具备落户条件的，一律不予办理。另外，第二条第六款还规定，“三投靠”人员，即父母投靠子女、夫妻互相投靠、未成年子女投靠父母可以按照居住地登记户口原则，实行自愿投靠迁移户口，保证“三投靠”人员正常迁移。因您已结婚且已就业，不具备子女投靠父母的户籍政策。同时，根据南平市公安局南公户（2011）7号《关于规范办理城镇迁往农村户籍业务的通知》第三条城镇迁往农村的准入条件：在受理“户口由城镇迁往农村”的申请时，申请对象及人数必须符合户口迁移政策规定。受理时，还要把握以下四个原则：一是申请人在农村有合法固定住所并已在农村居住生活；二是农村劳动力在进城落户后，还继续保留土地经营权、宅基地使用权和集体经济权益并依法进行流转的人员；三是申请人回迁应征得当地村委会同意并出具有村委负责人签字同意的证明材料；四是警务区民警必须入户核查申请人是否在农村居住生活并出具调查报告。综上所述，因您不符合子女投靠父母的户籍政策，不予以“子女投靠父母”迁入农村。根据户籍政策，您可按“夫妻投靠”的方式迁入您妻子户内。,很满意,2012-28-18 11:28:32,"你好,您说的四个原则：1我从毕业后一直生活在农村，只是固定的住所是父母的；2在进入学校读书前我分有土地，而且一直在由我耕种，在过去几年，村里也一直为我办理医保，前段时间也由村里帮我办了社保；3村里也同意我迁入，而且已经开了证明；4因为派出所说我比符合回迁条件，所以没有来调查过。现在我不具备子女投靠父母的户籍政策，那可以怎么回迁呢?我妻子所在村委会，也不大同意我迁入，手续一直拖延不办理，村民小组长也不同意。难道我的户口就一直留在已经关闭了的学校内？"
350,2012/6/12,投靠子女户口落户问题,我在南平工作已退休多年，子女都已离开南平，户口都已迁入福州落户。我想户口迁入福州抽投子女。根据仓山区在12#45的回复，必需当地派出所出具“无子女照顾的证明，我到当地派水南出所不给出具，我在南平信访局询问这问题，延平区的公安局认为：按照省公安厅《关于进一步放宽直系亲属户口登记迁移条件的通知》（闽公综[2009]205号）文件规定：父母投靠成年子女的，不受年龄、身边有否子女限制，根据本人意愿，可投靠其有合法固定住所的子女落户。没有“无子女照顾”这一条件，也就是不开这一证明是可以的。由于两文件对于父母投靠子女条件的差别造成我无法将户口迁入福州投靠子女。到底应该按哪一文件办理。南平只认可闽公综[2009]205号。由于两文件的条件不一造成我投靠子女受阻，请厅长协调解决。,福州市公安局,2012/6/12,您好！根据相关规定：父母身边无子女照顾的可投靠成年子女，户口落户凭：父母原籍地派出所出具的本市、县范围内无子女照顾的证明、双方《户口簿》或户籍证明、《身份证》、投靠人户口所在地派出所出具父母与子女关系证明、父母《结婚证》、子女《房产证》或产权备案证明原件、政府房管部门直管的租赁房、政府廉租房的租赁凭证、国有土地使用证、集体土地建设用地使用证。到所属区户证中心窗口办理。省公安厅对《关于进一步放宽直系亲属户口登记迁移条件的通知》特别注明福州和厦门在贯彻实施时可以根据本市实际情况作出相应调整，经福州市委、市政府研究规定，对于父母以投靠成年子女落户本市的，仍需要提供父母原籍地派出所出具的本市、县范围内无子女照顾的证明。,满意,2012-48-21 12:48:34,It’si################epeo################point.
242,2012/8/29,帮助解决车辆在闽委托年检,"尊敬的厅长您好,我公司部分罐式货车因运输业务需要,长期承担炼油厂至莆田各加油站的柴油配送任务.为莆田地方经济建设付出了努力做出了贡献.现在车辆年检将到期,按公安部102号令规定车辆可以就近委托莆田车管所给予年检,这是公安部创新的便民利民举措.就近委托年检可以帮助我们这些外地运输车辆节约了往返的经济负担及减少车辆往返途中的安全风险.针对车辆异地运输的实际情况,我公司特向车辆登记地车管部门申请办理了机动车异地委托检验手续.但现在委托车辆到莆田支队车管所办理检验手续时,却被驻站民警拒绝受理,不予办理.理由有二1:该车是危化品2:谁承担责任.我们不理解就安全评价而言，只要不在《危险化学品名录》里，就可以不按危化品处理，柴油不在危化品名录里，不算危化品，只不过因为它是易燃品，所以还是要加强防火方面的管理.在这里他把柴油跟危化品搞混淆了,另检验车辆行驶证使用性质明确标注为货运,明确无危化品运输.说到责任车辆检测是依据检测线科学检测,科学检测合格才算年检合格,检测不行那就不合格,退一步来讲根据机动车登记规定严把车辆登记源头关,我们这些在车籍地经过车管部门严格审验取得合格牌证的车辆,委托到异地年检只是享受公安部的大好便民举措,与当地车辆一样同样接受严格的年检检测,这对他来说有何责任,难道拒绝受理不作为这样就算负责任,便民利民为民服务就是不负责任.根据公安部102令除大型载客汽车以外的机动车因故不能在登记地检验的,机动车所有人可以向登记地车辆管理所申请委托核发检验合格标志.我们申请委托车辆到莆田就近检测这完全合情合法.恳请厅长在百忙之中给予关注,督促莆田车管部门认真执行公安部规定,真正做到便民利民为民服务,不要对委托检验车辆乱设置限制条件,更好地受理异地车辆的委托检验,真正方便群众.谢谢.另请厅长指示我们要如何解决此事与那个部门具体人员联系.万分感谢.",,,郑辉同志：您好！您反映“帮助解决外省车辆异地委托莆田不能检验的问题”的来邮已收悉，现答复如下：今年10月下旬，我市机动车登记业务计算机系统在福建省全省范围内升级为“公安交通管理综合应用平台”，因新系统刚投入运行经常进行调整、完善，“委托检”机动车有关信息传输不顺畅，造成有时车辆不能上线检测、办理核发检验合格标志。从12月份开始，新系统已较稳定，在莆田市内，您可任选莆田市普安机动车安全技术检测站(联系电话2685459、2691599)、莆田市兴安机动车检测有限公司(联系电话3600168)这两家有资质的检测站办理达到报废年限申请延缓报废的汽车的“委托检”业务。感谢您对公安工作的支持。,很满意,2012-30-30 07:30:54,车开去了，不给办理。具体要那个部门投诉。
195,2012/10/22,一伙专门网络和咖啡厅相结合的欺诈分子在福建省省体育中心进行欺,尊敬的厅长：您好，我是一名来自福州的市民，我是一名公司的业务员，前几天上网的时候碰到一个叫倾城娇韵的网友，我们慢慢就聊开了，后来我跟她说我是跑业务的，做销售这块的，她说她也是做我们这块，可能还会从我这里进货，我一听对自己业务有帮助就约她出来见面，聊聊业务上的事，她约了我去省体一家叫香草咖啡还是香叶咖啡的咖啡厅，然后就点了一些水果和一瓶酒，还没过会，就来一个人问我是刷卡还是现金，我就郁闷，这才一分钟吧，结果一看一瓶酒500块，我知道我遇到骗子了，知道这家咖啡厅专门联合这名女网友对我进行欺诈，这时候我想走开，从旁边就围过来几个青壮年人，我只好付了800多的水果酒钱，后面越想越不开，我就在这店附近慢慢观察发现这里有10几个女孩和咖啡厅，用电话或网络进行欺骗，期间有客人发现受骗，想走。就有几个人围上来，把人拉到外面的草丛里打。希望我们的厅长能关注下这事，毕竟这也是我们福建省的省体育中心，一个写有奥林匹克的中心竟然发生这样赤裸裸的欺诈和殴打。还有我的身份证号码手机号码用假的我也是怕报复但是我的邮箱是真的希望厅长可以派警察晚上时间再它们四周观察，抓住它们欺诈的证据，以便为市民除掉这一害人团伙，我所说的都是真的。,鼓楼分局,2012/9/2,根据反映的情况，经查，该诉求反映的情况属消费欺诈行为，应由工商管理部门给予查处。此外，该反映所诉的情况无具体事实依据，当事人若遇不法侵害，请及时向公安机关报案，并提供相关的具体情况，以便公安机关核查事实情况，若构成立案条件的，公安机关将会给予立案查处。,,,
227,2012/10/24,关于结婚女方子女随迁的问题,"本人今年31岁，与妻子郑丽君（31岁）于2012年10月9日领证结婚。女方离异，有一子判归女方抚养。现办理配偶及子女户口随迁事项。在本人承诺该子女放弃本村所有福利的情况下，本人户籍所在地的福建省沙县西山村居委会仍然以村规为由拒绝开具计划生育证明,导致我的儿子没法办理户口迁移，影响子女的正常上学接受教育的权利，导致母子户籍分开。根据福建省关于第二胎政策第六条规定，“夫妻一方没有子女，一方再婚前已有一个子女的”，可以再生育第二胎，本人条件完全符合计划生育条件，村委会不予开具证明的行为是违反国家及省委关于计划生育的政策规定。希望省公安厅能够帮助我们解决问题。",沙县局,2012/10/18,陈锦炜您好：根据西山村村规民约规定，属初婚，其婚后所生子女户口才可落户到西山村并享受村民待遇。但你妻子郑丽君系二婚与前夫所生子女不得入户到本村，凤岗西山村这一规定已经实行了十几年，类似此类情况从未迁入一人，根据村规民约规定不属于西山村村民户口不得迁入。根据省、市公安机关相关文件规定郑丽君儿子是可以随母落户的。目前我局已和凤岗街道西山村进行勾通和协调，西山村已同意再等一年后可以让郑丽君与前夫所生儿子投靠母亲迁入。最后，感谢您对公安工作的理解和支持！,满意,2012-53-01 07:53:03,Wow!Gr################thsu#############ae!
207,2012/11/2,漫漫的改名长路,"本人名叫郑小红，（曾用名：郑小燕，小时候因为舅舅家的女儿也叫小燕，所以父母把我改成郑小红，但是现在她已经改名了）而且在读书期间以及现在的生活工作中我一直使用郑小燕这个名字，曾经在07的时候申请过更名，想更改为郑小燕，但被当地派出所以已经是成年人为由拒绝。后来都次申请均被拒。一直是两个名字在使用，真名只用于一些一定要法律身份文件的时候，郑小燕这个名字一直用于生活中。随着时间的累积，两个名字带来的麻烦和诸多不利。经多方查询及咨询各地律师，确认如下：根据《民法通则》第99条规定，“公民享有姓名权，有权决定、使用和依照规定改变自己的姓名，禁止他人干涉、盗用、假冒。”申请更改姓名被拒绝，或者限制姓名所引用的文字，从法理上来说，都是侵犯了公民的姓名权。按照《民法通则》的规定精神，公民申请更改姓名不应附加任何条件，也不应当被拒绝。所以，申请修改姓名被拒绝，或者限制姓名所引用的文字，从法理上来说，都是侵犯了公民的姓名权，公民可以通过民事诉讼或行政诉讼来维护自己合法的姓名权。本人至今未有任何债务，从未违反任何国家法律，从未有任何不良记录，更非通缉罪犯。如果需要登报公证，本人愿意配合公安机关的任何要求。现有两个名字并用的情况，确确实实对我以后的生活工作经商造成诸多不便，并非本人喜欢折腾，胡乱更名。特此咨询泉州市永春县公安局，我这样的情况可以更改回原来的曾用名？再次申请怎么样才不会被拒绝,才能申请成功",永春县局,2012/11/2,"根据《福建省公安机关办理公民申请变更更正户口登记项目暂行办法》规定：1.公民符合下列条件之一的，可申请办理名字变更登记：（1）学龄前儿童需要变更名字的；（2）在同一单位（包括中小学校）或者近亲属中名字相同的；（3）未成年人因收养关系确立要求变更名字的；（4）名字中含有不易识别的冷僻字、异体字、繁体字的；（5）名字的谐音或者含义容易被误解、歧视的；（6）公民出家或僧尼还俗的；（7）因不规范简化字等其他特殊原因的。2.公民有下列情形之一的，不予办理姓名变更登记：（1）被依法判处管制、剥夺政治权利、缓刑、假释、暂予监外执行的人；（2）正在被收监服刑、被劳动教养和被采取刑事强制措施的人，刑满释放及解除劳动教养、收容教育的人员。（3）有未了结的民事案件；（4）对于父母离婚的未成年子女,父母协议不成的；（5）在校全日制大中专学生；（6）已办理过更正出生日期的；（7）属于限制出境人员的。3.变更更正姓名相关事项：（1）18周岁以上的公民申请变更姓名的，应由本人向户口所在地公安机关提出书面申请。（2）16周岁以上公民变更姓名应出具无刑事犯罪记录证明书。（3）已满十八周岁的公民申请办理姓名变更登记被核准的，应在接到批准通知之后7日内，在指定地市级以上的报刊上发布姓名变更公告，并于30日后到派出所办理姓名变更登记手续。（4）公民申请姓名变更，只能办理一次（学龄前除外）。郑小红的情况可以更改回原来的曾用名（只能办理一次），需提供个人申请书、出具无刑事犯罪记录证明书以及个人身份证户口簿，并在指定地市级以上的报刊上发布姓名变更公告。",满意,2012-25-14 02:25:26,Ap###############ht!Ju##########ed!
247,2012/11/5,关于本人拥有2个户口的问题,本人原籍是福州连江人，由于早期父母到福建三明明溪做生意，为了方便我读书，购买了当地的身份，却没有及时迁移自己的户口，造成本人目前拥有2个户口的事实，对本人目前的生活产生了影响。本人所受教育使用的是三明明溪的户口，入党的信息均为三明明溪，如果现在注销了，将对本人的工作生活带来极大变化和影响。而连江当地的公安局告知我，原籍是无法删除的，现在我不知道有什么办法能解决我的户口问题。希望省公安厅能解决民众之所难,户政科,2012/11/5,关于你拥有2个户口的问题，现答复如下：根据《中华人民共和国户口登记条例》第六条“公民应当经常居住的地方登记为常住人口，一个公民只能在一个地方登记为常住人口”的规定，以及公安部关于传发《全国户口登记管理专项清理整治方案的通知》要求，按照国家有关法律政策，对违法违规办理落户查证属实的，要坚决予以清理、撤销、依法注销户口。经调查核实，你已随父母在连江浦口镇浦乐街程厝巷28号落户，落户在明溪县雪峰镇解放路11号的户口应予以注销。,不满意,2012-25-07 02:25:40,如果注销明溪的户口，我的个人受教育信息将全无。希望能考虑到个人就业问题，帮助解决实际问题。如果以经常登记地位常住人口，本人从小在三明长大，因而申请注销连江户口，如果非要注销三明的户口，如何保有本人受教育信息。希望有关单位予以指点。
285,2012/11/6,小孩上户口难,厅长同志您好：本人于1993年养有一女，已经上户口了，由于自己是地道的农民没有什么文化，经常跑到外地做工，生活困难，所以一直没有再生一个小孩，前几年家人和朋友劝说下，于2010年养了一个男孩，由于当时没有办理准生证，现在去派出所上户口，却不让上，原因是没有计生办的罚款证明，厅长同志是否上户口还要罚款证明，请领导解决一个农民难题啊！本人感激至极,连江县局,2012/10/31,邱居映同志：您好！婚生婴儿随母亲或父亲落户，凭婴儿的《出生医学证明》、父母《结婚证》、《户口簿》由户籍地派出所户籍窗口办理。（父或母一方在省外的需提供户籍地公安机关出具的婴儿未落户证明）。,,,
348,2012/11/6,网上选号问题,你好，2012年10月24号网上自动选号，可以使用，但是为什么这几天按什么号码都不能预选，请问是系统升级还是其它问题？？什么时候可以正常预选，谢谢。,交警总队（交管局）,2012/11/6,您好！来邮收悉，回复如下：在福建公安公众服务平台“机动车号牌自主选号系统”中选号时如提示“该号码不能预选”说明您选择的号牌号码已被选取。新号段投放具体时间请关注福建公安公众服务平台，投放新号段会提前三天进行公示。目前自主选号系统可正常选号，可选号段范围均已公布在“福建公安公众服务平台”弹出框上的“可选号段范围”中，选号前请仔细阅读服务平台弹出框中的友情提示，以免造成不必要的错误。感谢您对福建公安工作的理解和支持！,满意,2012-36-27 04:36:30,If################ecle##############ou!
200,2012/11/12,该车有盗抢嫌疑！,本人的一部小轿车闽E###999，因车子卖给别人要过户发现在8月19日在被立案（该车有盗抢嫌疑），而过户不了。后来找立案单位消除，说要省厅才可以消除，在后来又说要报公安部批？？？？到现在都2个多月还没有给消除掉，我不知道为什么要怎么长的时间还没有处理，希望厅长能够帮忙一下，谢谢！,交警总队（交管局）,2012/11/12,您好，您的来邮收悉，现回复如下：省公安厅交警总队目前使用的《公安交通管理综合应用平台》是由公安部交通管理科研所研制开发的，车辆在平台中办理业务时会自动与《全国被盗抢机动车信息系统》进行比对。而《全国被盗抢汽车信息系统》，是公安机关针对盗抢汽车犯罪，在刑侦部门内部建立的一套信息系统，被盗抢汽车相关信息的录入与撤销均由刑侦部门负责，我队没有任何相应的操作权限。因此，您所反映的问题要向省公安厅刑侦总队进行反映。感谢您对福建公安工作的支持！,,,
466,2012/11/12,自主选牌,请仔细看，这对我很重要。公告说莆田11月16日要放1万个字母K的，这几天我在家里电脑试了很多次，可以登入公安网自主选牌，可是所有的号牌都不可预选，(以前正常的）比如说9384F在我家电脑显示不可预选，但是在我朋友家就可以预选。后来我试了很多家的电脑，有的可以预选，也有的不可预选，同样的电脑，为什么会出现这种情况？,,,您好，系统升级已完成，您所出现的问题可能是由于选号电脑服务器忙（互联网服务商提供），或者有时在线人数太多，请您多试试几次，感谢您对公安工作的支持。,不满意,2012-25-14 03:25:05,我又试了很多次。还不行，什么办？急求帮助。16号马上到了，烦您跟（互联网服务商}说下，我等了好几个月，现在号牌放了，又不能选。
546,2012/11/13,7年前被移植窃听器，7年来一直被监控迫害,7年前，在福州被下药移植了窃听器，7年来一直被监控，今年4月份发案件给厅长，没回复，怎么处理？,,,您好，您所反映的问题不属于我们管辖，我们不予受理。,满意,2012-27-25 05:27:51,Th################tise.Th##############er.
