style,section,deliver_t,title,content,reply_c,reply_t
建议,教育局,2017/7/12 14:54,滨海花园-幼儿园招生,领导，滨海幼儿园招生请帮忙开办中班，解决社区儿童入学，小班毕竟人少，,(教育局)2017/7/1918:11:16:您好！滨海幼儿园为2017年秋季新开办园，根据2017年秋季招生工作意见及该园条件2017年秋季开设小班。中大班适龄幼儿可联系周边的海桐等民办园就读。民办园招生电话等信息已经公布在集美区教育局网站，家长可登陆查询。,2017/7/20 8:54
建议,交通局,2017/7/12 15:36,集美主要干道交通效率提升建议,1、集美往杏林方向（铁道口）已修建的左拐立交桥完全具备通车条件，之前已有开放通行，不知最近为何又再封闭。建议正式启用，以有效缓解原铁道口严重拥堵的不足。2、集美万达十字路口红绿灯设置及路线规划有所不足，导致往杏林往万达方向时常较长时间拥堵，建议适当延长红绿灯交替时间（或上下班高峰期人工控制）；考虑万达路口为单向通行，往集美集源路方向车流并不多，因此自杏林往集源路方向有必要再设置红灯限制右拐吗？建议就此再调研调整，以更有利于通行效率的提升。,(交通局)2017/7/1915:29:09:关于集美往杏林方向（铁道口）已修建的左拐立交桥通行问题，接件后我局高度重视，立即安排工作人员对接代建单位市政公司，经协调该匝道于7月19日重新开通。,2017/7/19 16:08
建议,集美城发,2017/7/15 8:49,如此栽种效果,集美大道滨水段，往诚毅学院方向的滨水公交站台左边路口绿化带。请问此绿化带责任单位责任人，如此栽种，是为了覆盖率吗？那成活率呢？如果你们都能像这位园林工人大姐样，为了那应得的薪酬尽心尽职，那就不会出现这种错得不能再错的工作态度！希望相关部门尽快引起重视，救救它们！,(集美城发)2017/7/2418:26:05:已整改。,2017/7/25 8:53
建议,"规划分局,交通局,公安分局",2017/7/19 17:28,同集路与集源路交叉路口交通建议,同集路改造后，与集源路交叉路一直堵车，建议在封闭集源路方向，撤销红绿灯。集源路往左和直行车辆可从区政府后面的掉头区掉头，同集路左转方向可从厦门大桥下掉头，彻底解决该路段拥堵问题。可在同集路上增加一人行天桥，解决万达人行问题。,2017/7/2617:19:39:集美分局交警大队（集美中队）反馈：集美区委、区政府重点工作联合督查组已提出将集源路创建文明示范街，要求区发改局、交通局、集美交警大队着眼根本，发改部门要大胆策划，论证立项，拓宽集源路、石鼓路交叉口至银江路段，形成双向四车道，以解决该节点长期拥堵现象。同时，建议规划建设田集连接线与集美大学门口的桥式道路，保证集源路西向车流快速分流；并将集源路与银江路交叉路口的红绿灯改建成交通转盘，加快集源路西边车辆的疏导。到时可彻底解决该节点长期拥堵现象和行人安全通过问题。,2017/7/27 8:10
建议,"规划分局,集美城发",2017/7/21 9:46,集美盛光路南段一侧行道树挡道,集美区盛光光路与塘埔路交叉一带的行道树很大，已经把人行道全部遮挡了，行人行走只能走机动车道，十分危险。因为该人行道非常狭窄，建议移除绿化树。,(集美城发)2017/7/3110:03:48:经现场核实，盛光路与塘埔路交叉口一带未发现来件人所反映的影响通行现象。,2017/7/31 10:24
建议,执法局,2017/7/24 9:32,后溪花园外围流浪狗的抓捕,后溪花园外围有一只黑色的流浪狗，经常在小区外围及小区内部出入，天气热，犬类容易狂躁，严重影响住户的安全，望有关部门及时处理！谢谢！！！,(执法局)2017/8/810:14:41:一、基本情况,2017/8/8 10:16
建议,教育局,2017/7/30 14:34,宁海社区建立公立幼儿园,宁海社区几万家庭，只有一个中海有公立幼儿园，而且只能针对中海业主学生，其他小区本区户口儿童只能通过摇号入学，请有关部门考虑其他三个小区本区户口适龄儿童上公立幼儿园问题，而不是在周边开了一个又一个私立幼儿园，让大家去私立幼儿园。,(教育局)2017/8/414:36:38:您好！杏林中心幼儿园寰宇分园是寰宇天下小区配套建设幼儿园，根据《厦门市人民政府办公厅转发市教育局等部门关于进一步规范城市住宅小区配套幼儿园建设管理若干意见的通知》（厦府办[2012]165号）规定，完成移交或回购的配套幼儿园，要保证该住宅小区内的幼儿优先入园，所以寰宇分园的招生片区为中央公园城小区。杏林中心幼儿园寰宇分园接收完片区内符合条件的适龄幼儿后，空学位将向万科金域华府、禹州中央海岸、联发杏林湾一号小区符合条件的适龄幼儿辐射，并采用摇号的方式进行招生。不符合摇号条件或者摇号未被录取的适龄幼儿自行联系周边的杏东康桥红橡树、四季童话、梅沙等民办园就读。寰宇分园具体招生信息请关注幼儿园门口张贴的招生通告。,2017/8/4 15:46
建议,侨英街道,2017/8/8 11:44,侨英街道浒井社区沿主路的屋顶钢制屋顶美化,"金砖会晤临近，咨询了侨英街道办事处相关负责工作人员贡春光0592-62###42,说近期我社区在靠近孙坂路和环珠路的邻近房屋屋顶搭盖铁制屋顶美化项目，是设计院相关人员现场考察后确定的具体改造楼栋。这个项目是否经过公示？哪里可以查到公示记录？毕竟这花的也是金砖专项拨款，也是广大纳税人的钱，是否走正常流程审批公示，且金砖会议临近，这么突击的上项目，是否有利益输送之嫌？具体改造楼栋是否可以由房主向街道提出申请，请设计师的相关人员再来现场具体考察下，这个惠民的社区项目我希望和目前改造楼栋紧挨着的邻居也有递交申请享受的权利。且我们这个楼栋也紧挨着环珠路，位于至高点，周边都是握手楼，一栋连着一栋，改造起来也能更好为金砖会晤提供更好的环境景观，给BRICS的其他4国外宾通过高速路口时远望村庄时更好的展现中国改革开放30年取得的丰硕成果。",(侨英街道)2017/8/1515:59:45:7月初，应市领导要求，要对田集线（侨英街道段）立面整治提升项目做第二次提升。区立面办牵头，组织侨英街道、集美城发代建、中国建筑技术集团有限公司设计院、监理单位到现场具体考察。7月13日由设计院提报二次提升设计方案，并由整治办报区政府常务会研究并通过，且常务会要求本二次提升项目需与8月份完成。因工期较紧，接到二次提升任务后，街道立即组织参建各方与居委会工作人员针对二次提升相关楼栋逐个入户了解户主意愿，经反复动员、解释、协商，最后下蔡段9个户主，均同意。浒井段15个户主，6个户主同意屋顶增加坡屋顶。根据入户调查结果，设计院出施工图，施工单位进场施工。本次提升项目全过程均按正常流程审批，且公平、公正、公开。,2017/8/15 16:05
建议,"规划分局,集美新城区指挥部",2017/4/17 17:15,关于集美新城核心区道路疏通问题的建议,位于集美新城核心区域的中航城国际社区C区，却欠缺与其核心地段相匹配的道路配套，项目东侧和南侧的断头路疏通问题已整治了好几年，西亭村拆迁问题也被搁置，极大影响了该社区大体量居民的出行，造成相当地不便利。眼下一号线即将运行，而该社区通往官任站、集美市民广场、诚毅科技馆等配套的道路整治却毫无进展。请相关部门给予答复并重视该问题，加快整治，体现新城应有的效率。,,
建议,"公路分局,集美城发",2017/4/17 20:05,杏林西滨路高架开通事宜,杏林西滨路高架看样子已经建好很久，上面也没有人施工，不知道为何迟迟不开通，连下面的绿化都做好很久了，桥面反而迟迟不开放通行？？？,你好，经现场查看，该处属于厦门市政建设开发总公司管理范围内，已通知责任单位厦门市政建设开发总公司处理。,2017/4/20 15:40
建议,"国土房产局,集美街道,集美城发,侨英街道,公路分局,国投公司,侨英街道",2017/4/19 11:04,集美大桥桥头堆场,金砖在即，很多地方都在整治了。,感谢您对集美的城市建设和管理提出宝贵意见！收到您的来件后，经多部门调研，区国土部门已根据现场实现情况提出处置意见上报相关部门研究。,2017/5/11 17:11
建议,交通局,2017/4/19 15:08,建议尽快开通灌口东部新城公交线路,灌口东部新城区，被定位为集商业、文体、休闲旅游为一体的人居商贸居住综合区。,您好，政民互动MD0036447号建议收悉，现回复如下：,2017/4/26 14:55
建议,规划分局,2017/4/19 15:30,关于国贸商城同悦小区与国贸商城之间设置人行通道的问题,国贸商城同悦即将交房入住，由于嘉庚体育馆一侧配套相对完善，大部分居民今后将频繁往来于同悦和国贸商城之间。而现在这两个区域目前的人行通道相对缺乏，将会有很大不便以及较多交通安全隐患，希望有关部门能够结合实际情况设计并修建人行通道，方便两边的人流来往。最好也能够结合地铁6号线的站点设置，来进行设计。谢谢,您好！您的建议很有前瞻性。国贸与新建设同悦项目时就有考虑两个区域连通的问题。结合6号线的建设，我们会考虑同集路两侧的连通问题。,2017/4/25 8:56
建议,杏滨街道,2017/4/24 11:45,瑶山路10号旁破平房里有一个精神病女人独自带着女儿,集美区杏滨街道瑶山路10号旁的一排残破瓦房的其中一间住着一个女精神病患者，独自与她三四岁的女儿一起生活，生活条件恶劣，小女孩头发被剪得乱七八糟，身上的衣服也脏兮兮的，可怜小孩平时不知是否温饱，也没入学，独自与精神病的母亲生活在一起。他们住所门外就是道路，平时卡车来来往往，小女孩有时候独自在门口玩耍也是十分危险。希望，有关部门能帮帮这个小女孩。,社区和社区民警之前有及时入户查看及慰问，后续反馈给民政部门进一步协调处理.,2017/5/3 15:12
建议,"环保分局,公路分局,公路分局,环保分局,交通局",2017/4/25 18:25,关于杏锦路园博一号段加装隔音栏的建议,你好，我是园博一号小区业主。由于小区紧挨杏锦路，平时车流量大，晚上渣土车，大卡车也非常多，所以噪音问题已经严重影响我们小区业主的生活和休息。经噪音软件测试，平时噪音平均值达到63分贝，有时车辆鸣笛，刹车可以达到70多分贝，已经严重超出住宅区的噪音标准值昼间55分贝;夜间45分贝的规定。另外，在我们对面的杏林村侧有安装隔音栏，希望我们园博一号侧也可以加装隔音栏，还业主一片安静。2月份打过市长热线说三天内会有人回复，但至今没有收到，希望有关部门尽快调查落实。,转办件（201704240216、MD0036482）已收悉。我局领导高度重视，立即组织相关部门进行调查，现将我局办理情况报告如下：,2017/6/1 15:32
建议,交通局,2017/4/28 12:27,强烈建议912路公交增加两个站点,强烈建议912路公交增加凤林南和嘉庚体育馆两个站点。现在912非高峰期空荡荡的，增加着两个站点一来可以解决海德五月花东安到嘉庚没有直达车的问题，二来可以缓解高峰期L22路的交通压力，三来也不会出现一趟车只有几个乘客的困境，并且不影响现有线路。,您好，政民互动MD0036502号建议收悉，现回复如下：,2017/5/10 10:06
建议,规划分局,2017/4/28 15:22,海翔大道噪音太大,集美新城海翔大道两边的噪音太大了，中交和美新城就在海翔大道边上，在小区里测得噪音白天晚上都有76分贝，峰值可达到85分贝，严重影响居住，希望集美政府能安排相关单位检测并改善噪音问题，让集美新城成为一下宜居的新城！谢谢！,在小区外围加装隔音棚，对于该问题，区政府已组织相关部门落实，初步方案为由市政建设开发总公司作为业主，立即实施海翔大道（西亭隧道）隔音棚建设。,2017/5/9 8:44
建议,公路分局,2017/5/4 14:58,杏林大桥靠近禹州中央海岸的隔音板啥时候装？,杏林大桥靠近禹州中央海岸的隔音板啥时候装？现在整天窗户都开不了，挺吵的。,"你好，已通知杏林大桥管理处，其反馈：由集美区交通运输局负责该项目,预计今年6月份进场施工。",2017/5/5 16:06
建议,杏滨中队,2017/5/7 22:01,土方车扰民,建设指挥部领导们，我们是滨海花园的住户，近半年来，小区边的马銮湾在进行陆域填土作业，土方车整夜从小区前面经过，车声隆隆，尘土飞扬，给我们住户造成很大的困扰。因此恳请领导们协调督导施工方，运土的车改从新阳大桥西侧进入海滩行走，不要走光明路滨海花园小区这里，实在不行，也要在运土时在小区这段路实施水炮或水雾喷淋作业。最不济也要让它们不要通宵运土。原以为忍几个月就行了，看这样子不是一两年的事情，求领导们为我们小市民做主。,你好，关于“滨海花园小区边的马銮湾在进行陆域填土作业，土方车整夜从小区前面经过，车声隆隆，尘土飞扬，给我们住户造成很大的困扰”的问题，我局杏滨中队执法人员已到滨海花园小区旁工地，经与相关施工方了解协调：1、已责令相关进行填土作业单位不得进行通宵作业，以免噪音扰民；2、在作业时间内当土方车经过滨海小区时进行减速、减噪处理；3、责令相关施工方在土方车进出时务必进行喷水清洗作业。中队也将加强对该处的巡查。,2017/5/26 16:28
建议,"建设局,公安分局",2017/5/9 11:34,提高行政中心地下车库使用率,每次去中影星美看电影都看见地下车库空荡荡，而地面不允许停车的道路上停满了车。望政府整治一下，一方面可以提高人们正确停车和守法的意识，还可以提高行政中心地下车库使用率，增加营收避免资源浪费。,集美分局交警大队（杏林中队）将根据日常勤务安排加大该路段违停整治力度，努力提高群众文明规范停车意识，确保道路安全稳定。,2017/5/17 9:10
建议,"交通局,公安分局",2017/5/9 18:53,杏**通安全问题,杏林北三路洪厝幼儿园门口未设置减速带和斑马线，幼儿园上学、放学小孩子和家长过马路不安全，来往车辆不避让，存在交通安全隐患。,集美分局交警大队（杏林中队）反馈：目前该道路正在施工改造阶段，待施工改造完成后中队将会对存在的问题进行调整。,2017/5/17 9:08
建议,"杏林街道,公路分局",2017/5/22 14:13,杏林日东路12号楼前的空地该灭鼠了,杏林日东路12号楼前的空地该灭鼠了，鼠患严重,已通知工作人员到场处置。,2017/9/19 10:40
建议,"公路分局,建设局",2017/5/23 10:34,新源路污水横流，道路破损，车辆逆行。,我想要咨询下，海翔大道，翔安往海沧方向，西滨立交桥，匝道下桥往新源路方向，过了拐弯那，污水横流，道路沥青因此被浸泡损坏，导致道路很多基坑，过往车辆通行不畅。,该路段已修复完毕。,2017/9/19 10:46
建议,"交通局,公安分局",2017/5/24 15:48,这路应该整治一下了，政府！！！！,1、康成小学与夏商新纪元小区之间有条路（路名未知），这条路上经常停放着载重的大货车，本来路就不宽，占用之后就更窄了，行车十分不便。加之有些轿车、小型车车辆停放路边的人行道上，时间一长，人行道的道面砖已经破损不堪，车辙压得坑坑洼洼的，一下雨行人只能深一脚浅一脚的蹚水走。2、康城社区门口的锦园南路一到了下午，人行道上边就自发形成市场，两人并排都无法通行，小商贩们把拉货的车直接停放在路边也影响行车的安全。现在全厦门都在整改，希望集美的政府也能整改一下，虽然大领导不会到访这些地方，但是真心希望政府可以落实一下这些事情。3、“相信无数人的小小提议终将汇成洪荒之力，让我们的家园越来越美丽，居民越来越幸福”，登陆界面的这几句很暖人心，千万不要把群众的人寒了。谢谢！,(公安分局)2017/7/315:43:52:中队一直以来都在上述路段持续开展全天候的违停专项整治，尤其是针对夜间大货车违停查处，下步中队还将继续侧重加强该处的停车秩序整治。另外，中队已安排护学岗人员在上下学高峰时段指挥疏导交通，确保道路交通安全稳定。,2017/7/4 9:06
建议,"侨英街道,建设局,交通局",2017/5/25 12:15,滨水小区这条路建议打通,请见附件，这条路通往滨水学校，上学放学好多学生同行。被围住，又被拆掉，反反复复。学生这么执着的要走这条断头路，建议滨水社区修通这条路，降低主路口的交通压力。保障学生家长的安全。谢谢！,(交通局(建设局(侨英街道)))2017/7/68:45:42:经了解，该地块为厦门市土地开发总公司红线用地，为在管政府储备用地，且周边工程项目正在建设中，为确保安全进行现场围档，实施封闭管理。建议居民遵守交通规则，绕道行走，避免交通事故的产生。,2017/7/6 14:26
建议,交通局,2017/5/25 17:02,关于912增加凤林南站和嘉庚站,"强烈建议912路公交增加凤林南和嘉庚体育馆两个站点。现在912非高峰期空荡荡的，增加着两个站点一来可以解决海德五月花东安到嘉庚没有直达车的问题，二来可以缓解高峰期L22路的交通压力，三来也不会出现一趟车只有几个乘客的困境，并且不影响现有线路。转办意见：办理单位:交通局转办时间:2017-05-0209:24办理期限:2017-05-09答复意见：您好，政民互动MD###6502号建议收悉，现回复如下：912路公交车是由美山小学站发往软件园三期，途经乐天路、海凤路、天凤路，而凤林南以及嘉庚体育馆分别位于寻江北路以及乐海路上，与912路线路走向不在同一个方向,912路未经过寻江北路以及乐海路。交通局2017年5月10日其实我们认为这样的建议并不冲突，从美山小学出发，途径集美中学，凤林南站，嘉庚站，霞梧路口，霞梧站，只是公交站在原有的站台上增加三个，其他还是原来的路线，如果短期内交通局再开通一条公交线，也没那么快，那何不在原有的线路稍微修改下，第一可以合理优化公交线路，第二方便我们居民出行，第三促进嘉庚体育馆附近的经济圈，我们的建议望相关部门可以实地去考察下我们提供的公交路线，去走一走看看是否合适，其实这样的线路只不过多行驶10分钟，却能解决我们居民出行的一大难题，望相关部门可以在考虑下，谢谢！","现回复如下：912路公交车是由美山小学站发往软件园三期，途经乐天路、海凤路、天凤路，而凤林南以及嘉庚体育馆分别位于寻江北路以及乐海路上，与912路线路走向不在同一个方向,912路未经过寻江北路以及乐海路2.目前海上五月花公交场建设基本完成。届时我局将对原先在喜盈门始发的公交线路调整至海上五月花公交场始发，满足海上五月花民众往返嘉庚体育馆至海上五月花的出行需求。",2017/6/28 9:45
建议,"杏林街道,文体广电出版旅游局",2017/6/12 11:26,杏林月美池公园篮球场改造建议,你好！在杏林月美池公园有个篮球场，这个场是周边居民篮球爱好者健身的好去处，现橡胶场地因多年裸露爆晒雨淋场地已破烂不堪，恳请相关部门给予重新改建提升整体配套，给大家1个更为安全舒适的场地进行运动锻炼，谢谢！,(文体广电出版旅游局)2017/8/2810:40:54:对于改善杏林月美池公园篮球场，我局十分支持，我局也将积极呼吁相关部门和单位重视此方面的改善，并将您的建议反馈给他们。感谢您提的建议，欢迎再提宝贵意见！,2017/8/28 11:20
建议,建设局,2012/7/24 11:20,926路公交车停靠董任社站点命名的建议,926路公交车停靠董任社应该叫董任站而不是新树金属站，把外来人员都搞晕了，建议公交集团修改,来信已收悉，目前我所正在协调公交站点管理单位对辖区公交站点进行全面的摸底调查，之后将与相关单位沟通商定，对我区公交站名进行规范统一。,2012/7/26 11:17
建议,建设局,2012/8/19 22:13,关于开通明达玻璃厂到后溪新村公交线路的建议,后溪新村二农新建了很多工厂，有好多工人都在杏林明达—-杏林电信一带的居民区居住，但是苦于没有公交车，实在很不方便，望解决,目前杏林片区开往二农方向的公交线路有900路（宁宝小区—二农工业区），927路（杏南—二农工业区），936路（杏林仰后—厦门北站），市民可搭乘上述线路出行。,2012/8/30 9:03
建议,执法局,2012/9/26 21:02,关于让居者有其屋的建议,在这里我要为李林村654号对面，被投诉说违建的杜**说句公道话。他们家兄弟三人，在李林村里面，一栋房子都没建，祖孙三代十几个人挤住在以前的老房子（现在已经算是危房了）里面，住房条件很差。我说的句句属实，不信可以去查实，问问他们的邻居，问问他们的村长，书记等村领导。现在好不容易借点钱想盖栋房子改善一下居住条件，一直被一些无良的人投诉，城市执法局也多次制止其建房行为。为了建设和谐社会，我在这呼吁让居者有其屋。,经查，当事人杜**，在灌口镇李林村李林社657号对面进行建设，占地面积113.15平方米，现状砖混结构，二层封顶；执法人员于2012年7月19日巡查发现并制止，开具《责令停止违法建设通知书》NO：3004589号，责令停止违法建行为，当事人提供一份2010年的《危房户、特困户建筑调查审核表》。,2012/10/16 15:22
建议,杏林街道,2012/11/1 1:33,杏*****,根据前段时间别人建议。杏林村篮球场焊上了几个铁架，但是基本都是打开的，有时候打球车来了就开下开下的。车子一进来就算掉个头车轮碾过都是沙子，地板非常脏非常滑村子那么大就两个球场现在都打不了球还怎么运动。整个球场还都是沙子砖头石子连一个完整的球场都没有，很悲哀。希望能把村大队的球场好好的改造下。不求新，只求干净无阻碍。。,已将您的建议反映给社区居委会。,2012/11/8 16:28
建议,公安分局,2012/12/3 0:02,关于盛光路和集源路交接处装监控摄像头的建议,在盛光路35号，38——40号附近，路灯坏掉已有半年多，无相关部门理会，社区居委会人员就住附近也没有对街道或相关部门反映问题，最近总有丢摩托车自行车事件，由于没有监控，路灯坏掉夜晚黑暗，附近也少有协警巡逻经过，盗窃事件频频发生，让没有防盗门的居民觉得恐慌。望相关部门得到重视，望街道对盛光居委会的居民负责任。谢谢,1、我派出所已将信访事项反映给集美街道和路灯所，针对该路段路灯失修问题进行核实、维护；,2012/12/11 10:44
建议,灌口镇,2013/1/9 23:00,东辉村旅游开发的建议,灌口东辉村山口庙上去四五公里处，差不多在半山间不太高也不太低，有一处空地大概130亩左右，环境优雅空气清新，另有300平米的土地证，请问区政府是否考虑去那地方考察看是否可以建些旅游景点之类的？不然大片地空置着挺可惜的，联系人13#######85,我镇拟对镇区北部自发形成的农家乐、特色农业、休闲山庄等生态、休闲旅游资源进行优化整合，力争打造我镇休闲旅游特色品牌。,2013/1/30 16:37
建议,建设局,2013/1/31 15:19,927路公交车线路延伸的建议,现在，有很多路公交车都把线路延伸到园博圆，方便市民到园博圆游玩，如果927路公交车也能把线路延伸到园博圆，那就太好了。,927路公交车的运行路线是杏林后尾至二农工业区，园博苑位于该线路的中段，如把线路延伸至园博苑会给杏南路、杏北路沿线居民的出行造成影响。感谢您的参与与支持！,2013/2/7 11:47
建议,教育局,2013/3/15 10:29,关于宁宝小学制作公告栏、宣传栏等的建议,请宁宝小学在校门口路段适当位置（如围墙上等）制作公告栏和宣传栏，对与教育相关的文件进行公告，特别是对家校工作相关的文件（如集教20###88号文件等）必须进行公告以使家长等知悉；对学校简介、校领导简介、学校组织机构、校风校貌、校领导及教师风采等进行展示，以体现学校的良好形象，并有利于家长等对学校、老师基本情况和相关教育情况的了解，更好地做好家校联合教育工作！,感谢家长对集美区教育的支持和关心。教育局已通知学校根据学校的实际情况和需要，按照校务公开有关规定予以完善。,2013/3/26 9:52
建议,教育局,2013/4/9 11:19,关于在乐海小学校门口搭建雨棚的建议,乐海小学已开办两年了为何到现在都没一个让学生放学能遮风避雨的地方。乐海小学地处靠海，风量较大，加上最近雨季，学生放学都没有一个可以避雨的地方，淋湿了容易感冒。家长雨天还得提前去接，有时老师拖课还是留下学生改作业，家长还得等很久。能不能请学校领导，教育局协调一下给校门口搭个雨棚。,经了解，学校高度重视家长反映的问题，此前已就该问题多次向当地居委会、街道、建设局等相关部门咨询过、反映过，但由于规划等原因，一直都无法得到有效解决。下一步，学校仍将积极与有关部门联系，力争尽快栽上稍大的树，使它尽快成荫。,2013/4/15 16:01
建议,执法局,2013/4/28 10:35,浔江路***边上垃圾乱倒的投诉,浔江路一个将交房的小区碧海蓝天7号楼跟红树林海域相临有一个开口，走进去是一大堆生活垃圾堆放，特别多的海蛎壳垃圾，臭不可闻，同时那边更搞笑得竟然还一块菜田。我想说的是这里又不是垃圾站，怎么弄一个开口让人随便堆放垃圾呢，这不仅污染海域，更污染将来要入住这里的居民，政府相关部分是否能够管管这里的乱堆放生活垃圾呢？,接报后，我局侨英中队立即组织人员前往现场，清理了占用的菜园，并积极联合相关部门清理了乱倾倒的生活垃圾，中队将继续跟踪监控。,2013/5/10 9:15
建议,建设局,2013/5/19 22:35,天马路磁窑村站点公交路线的建议,领导好;;;天马路磁窑村站点为何没到集美和厦门岛内的公交车呢，这样我们要去上班多不方便呀，希望贵单位领导能帮助解决，也希望在此处建座人行天桥，。。谢谢！,1、跨区运营公交线路审批权在市交通运输局，我所也将积极进行线路勘察设计，结合厦门北站及集美新城建设适时予以综合考虑。,2013/5/29 11:15
建议,规划分局,2013/6/23 14:58,关于打造集美石鼓路步行街的建议,尊敬的领导：集美石鼓路位于学村内，有很好的人文气息，建议可以将石鼓路建设成一条步行街，打造一条有代表性的优美＼舒适的集美步行商业一条街．（公交车可以全部走同集路至龙舟池，小车可以走集源路等）,感谢您对城市交通规划的关心，石鼓路是集美老城区南北向的一条城市支路，也是集美老城区主要道路之一，交通功能需保留，目前两侧已形成一定的商业，如果改成步行街，对集美老城区的交通景响很大。,2013/6/26 10:52
建议,执法局,2013/7/26 12:11,城管工资待遇问题,听说涨工资人员仅限“执法局”招聘的协警，而原本由镇街招聘进来的协查员不纳入涨工资范畴？严重打击协查员干活积极性！而且所谓的对内招考是否有在计划中？对内招考听说有工作年限限制？请区领导、局领导予以重视低薪工作的城管协查员们！,有关协查员待遇，我局始终高度重视，今年来已争取并不断提高。关于反映的问题，我局正与相关镇、街协调中。,2013/7/29 17:08
建议,"建设局,规划分局",2013/8/9 17:19,道路建设的建议,杏北路通往大学康城这条路，都是双行道，宽敞无比，可是为什么在锦园村口变成了单行道？没有人行道，行人走路都无安全感。且锦园村口公交停靠站，只有一边又站牌，另一边无站牌，夏日炎炎等车，晒得有够热。锦园村口属杏北路通往大学康城路的一部分，为什么前后都宽敞，到村口那就不通畅了？每次骑车经过村口，总是让人提心吊胆，超级紧张。可是往前100米来到大学康城那，道路瞬间无比通畅，让人感慨仅仅100的距离，咋差别那么大！实在不懂，当初为什么不规划同样的宽度？难道因为橡树湾、大学康城是小区，是商品楼，他们出行的道路就宽，而锦园村是村子，村民出行的道路就狭窄？文明厦门，希望政府能够考虑重新规划，让杏北一整条路，不论哪一段，都有同样的宽度，同样的美丽。加强农村建设，让村民享受与居民同样的美丽环境。望采纳。,感谢您对城市规划建设的关心，根据您反映的总是主要是近期因村庄保留而现实存在，我们正配合区政府尽快明确村庄的定位，同时配合区政府做好相关规划服务工作。,2013/8/16 10:58
建议,规划分局,2013/8/20 11:21,厦门北站北广场配套设施规划建设的咨询,厦门北站北广场配套设施为什么到如今仍然没有办法开工建设，北广场包含的配套道路如站北五号路等，还有北站的另一半北广场也一直没有办法开工建设，从2004年到现在北站仍然没有办法完善起来如此的乱，希望政府不要在因为拆迁问题影响建设，厦深铁路还有岛内火车站即将关闭面对这么大客流量，厦门北站是不是应该抓紧建设抓住机遇，不要让旅客下了火车又是冲冲过客，而且北站是代表集美区和厦门人的形象，不应该这么乱，南北广场形成鲜明对比，希望政府抓紧时间把北站发展起来真正带动周边的经济发展，不要在5年也是这样十年也是这样，这样前期投入就是无用功,感谢您对城市规划的关心，您的建议很好，随着厦门北站的投用，北广场的建设迫在眉捷，区政府在大力推进该片区的拆迁工作。,2013/8/22 9:57
建议,,2013/9/18 9:18,市民来函查询应改善,一问题:,您好，感谢您对区网站的关注及所提的宝贵建议。现在区政民互动来函发送后市民可以根据流水号和查询号即时查看内容。,2013/9/24 11:10
建议,建设局,2013/10/17 14:25,增设公交站点的建议,"尊敬的政府领导及相关部门负责人:鉴于目前了解到的有多趟公交车的起始站点为园博苑站(如925,926,931),此些公交车在园博苑至宁宝路线范围内仅设宁宝站一个,可否建议新增一个侯车站点于金海湾(或目前的相约大酒楼)附近,以方便此生活区的居民出行便捷.特此建议,妥否,期盼您的关注与答复.谢谢.",由宁安里大门公交站至园博苑间已规划在新建成的杏东小学附近（杏滨路）新增站点，将由公交候车亭建设单位集美建发公司实施。此处设置站点后不仅可停靠931、925、926路公交线路，将来途经杏滨路的公交线路也可在此停靠。,2013/10/25 16:00
建议,建设局,2013/10/18 10:24,关于集美建设局的工作效能有所提升,1集美北部新城的规划建在2013.7-10期间，工程实工进度，有所提高，2古龙楼盘的后面路道人行辅道交通标志人行道植被近期都基本完成3区政府效能办及老百姓媒体娱论及监督作用还是有所功效4再次向集美区建设局道声你们又为厦门集美的美丽增添了一道光彩,集美北部新城尚在开发建设当中，周边市政配套也在逐步完善。由此造成的不便敬请谅解，也欢迎广大市民的监督。,2013/10/24 9:05
建议,建设局,2013/10/18 17:10,增设侨英街道办事处公交站点的建议,现在侨英街道办事处搬到兑山社区，想去侨英街道办事情非常的不便，都没有公交直达，恳请街道相关负责人与公交公司协商规划公交线路从孙厝或者霞悟路口经过的公交车直达到侨英街道办事处（华侨大学西大门）。谢谢！,建设局（交通局）:您好，政民互动MD0015679号建议收悉，现回复如下：,2013/10/28 15:34
建议,,2013/10/19 16:41,十佳外来务工人员投票存在问题,"集美区十佳外来务工人员投票投票成在不公平,如果参选人公司只有几百人，而有的参选人公司上千人，这样怎么竞争。",您好，我们已将您的建议转交移动公司办理。,2013/10/29 10:14
建议,公安分局,2013/10/19 21:10,改进交警（协警）工作作风的建议,由于集美大道的整修，造成了小区居民的出行困惑，近期交警有安排交警（协警）在华侨大学通道口维持交通秩序，我们很感激，但是他们的工作态度非常不好，多次发现执勤的同志和卖水果的大爷聊天，经提醒才履行职责，还有就是一不小心就会对行人破口大骂，2013年10月19日17：:05分，更为不雅的工作行为是，这一胖一瘦的二位同志，却背对着临时行车道，不顾行人和机动车抢道现象，站在集美大道上吃柚子。,经我所调查，集美大道改造承建业主厦门百城建设公司在集美大道改造过程中聘请保安公司的保安在几个交通节点执勤，协助交警疏导交通，非我所协警。接到投诉后，我所立即与负责人及执勤人员约谈，强调执勤纪律，仪容仪表，文明执勤。,2013/11/4 17:02
