click_r,release_t,title,content,transfer_u,expect_t,reply_c,satisfy_d,evaluate_t,evaluate_c
66,2013/8/26,交警人员工作不认真造成的张冠李戴的机动车行政处罚决定书,投诉交警部门的工作人员，工作不认真，造成的张冠李戴的机动车行政处罚决定书，给机动车所有人造成不必要的困扰，望尽快查清事实真相，给机动车所有人一个交代。闽A###33机动车所有人、管理人，您的机动车于2013年07月07日10时在江滨西大道(白马南路至同德路)地点（福州市公安局台江分局苍霞派出所管辖）发生一起道路因汽车在道路上违反规定停放且驾驶人不在现场，妨碍其他车辆、行人通行的的交通违法行为，【交警总队】实际系闽A###33机动车之交通违法行为，由于交警部门的工作人员，工作不认真，造成的张冠李戴错误地登记成闽A###33之交通违法行为，给我造成不必要的困扰，望尽快查清事实真相，撤消错误登记成闽A###33之交通违法行为，给我一个事实清楚的交代。谢谢,福州市公安局,2013/8/26,经核查，诉求人反映的情况属实，我队已按程序予以更正。,,,
62,2013/8/26,交了罚款不给小孩上户口,福建省武夷山市武夷街道办角亭村村民梁文深于2012年2月超生一小孩。于2012年11月交了社会抚养金和罚款。可武夷街道计生办不开计生审核表。角亭村也不开计生证明，我小孩也就一直无法上户口。本人也多次到武夷山市信访局反应。也和角亭村协商，可一直无法得到解决，原因是我没有兑现角亭村的承若书，要我交21.6万元人民币。可是角亭村有多少领导有兑现他们的承诺呢？本人也多次向村里协商反应本人情况‘我刚刚盖了房子还借了30万元；还要抚养两个小孩·夫妻两现在都没有工作；能不能分期还每年还2万元。”可这些都无效；由于村里没能收到我的21.6万元。就和武夷街道计生办和伙起来，不给我夫妻开任何证明。由于小孩没有户口，小孩无法上学，也造成本人家庭很多的麻烦。我绝望过·难道中国就是这样没有人权没有法治的国家吗？本人一直是个奉公守法的公民；因为超生法律上要我承担的责任我一定承担，本人也相信中国会成为一个法治国家；这种严重贱踏人权的行为会得到改正的。在这里我乞求上级领导能给予帮助。,武夷山市局,2013/8/20,您好，感谢您对公安工作的支持，对于您反映的情况现答复如下：经核实您与妻子江爱玉的户口在武夷山市武夷角亭村坑头14号，归属武夷山市公安局赤石派出所管理。婚生婴儿出生登记凭以下材料：随母亲或父亲落户，凭婴儿的《出生医学证明》、父母《结婚证》、《居民户口簿》，由派出所户籍窗口直接办理，但根据中共武夷山市委（武委备（2008）6号）文件通知要求第二条第四点中的第2点：市公安局、交警大队在办理户口迁入、新生儿上户口、机动，车辆挂牌时行查验计生相关材料，如果没有材料的暂缓办理。请您带上相关材料到赤石派出所户籍窗口办理小孩出生登记。,满意,2013-38-28 10:38:36,我是一名网友、看了上述回复意见、既有落户新规怎么又有市里文件地方政策、这怎解释啊？
61,2013/8/27,非法罚款,本人于前两个月把小车闽B###3J停靠在莆田市东桥头建行旁边被按违章乱停靠罚款，可我要说明的是同样支路一旁是可以停靠的，而另一旁就要罚款的，同样是支路又没有画停车网格你叫我们怎么区别呢？可旁边立着一块警示牌是莆田市建设银行的友情提示，大意是说停在建行前左侧时被罚款后果自负，可交警无任何的警示牌。本人认为这种罚款是没有法律以据的。希望上级部门给予督促给我一个说法。,莆田市公安局,2013/8/27,林国*同志：您好！您反映“非法罚款”的来邮已收悉，现答复如下：一、违法时间为2013-05-1714:49:04，违法地点为莆田市区胜利北路东桥头路口，违法行为为汽车在道路上违反规定停放且驾驶人不在现场，妨碍其他车辆、行人通行（违法代码10396）。二、该路段属于交通执法管理范围且该路段未设置临时停车泊位，您提出的“一边可以停靠，一边就要罚款”说法是不准确的，对该路段的违法停车交警支队均予以处罚。三、根据《中华人民共和国道路交通安全法》第五十六条规定：机动车应当在规定地方停放。您提出异议的该路段无施划临时停车泊位，应当按汽车在道路上违反规定停放且驾驶人不在现场，妨碍其他车辆、行人通行（违法代码10396）的违法行为进行处罚。如果您对处罚有异议，可以通过复议或提起行政诉讼予以解决。感谢您对公安工作的支持。,,,
55,2013/8/28,办理身份证,8月14号出狱，叫本人拿释放通知书（副本）到户籍所在地派出所办理户口登记手续。因为原来的身份证在凤城派出所给注销掉了。再加那些人说的天花乱坠，听不懂。想借此了解程序。谢谢。要是发错了地方，帮忙转发下。再谢谢,泉州市公安局,2013/8/21,赵**同志：您好！您反映的信访事项来邮已收悉，现答复如下：经查，您自述居民身份证被凤城派出所注销，认为户籍信息因服刑而被注销，要求安溪县公安局城厢派出所进行补录。经查实，您的户籍信息仍在城厢派出所，并未注销，故要求您提供户口簿到城厢派出所补办身份证即可。您已于2013年8月19日携带户口簿到城厢派出补办居民身份证，民警立即为您补办。居民身份证将在10个工作日内，由快递邮寄给您。建议您保持电话通畅，注意快递信息。感谢您对公安工作的支持！,,,
97,2013/8/12,强拆，抢劫钱财，殴打民众,"我是福建省莆田市城厢区霞林办顶墩村民，2012年12月18日以莆田市城厢区区委常委，统战部长陈洪武，副区长林峰的带领下，区公安分局副局长郭国庆【警号51##06】带队，【公安局为强拆，抢劫钱财，殴打民众的先锋部队】区公安特警队，派出所30多人，霞林办书记陈伟带领各乡镇人员约5##多人，不顾寒风凛冽，浩浩荡荡扑向霞林办顶墩村，窜进徐维风，徐维扬家里，砸门窗，抢劫钱财，(包括儿童玩具，家具，衣物，粮食，等等，能抢劫就抢劫，来不及抢的，全部用挖掘机毁灭，)并殴打家人，公然叫嚷北京的太阳照不到莆田。【徐维风及家人被关押霞林派出所后送医院。】已致四位家人受伤送进医院，又不给治疗，80多岁的老人流落村口，无人管，至今无家可归。这难道是我们公安所干的事吗？我们喊天天流泪，喊地地颤抖，留给村民一点生存基础。【救救民生】。中国是一个法律的国家，我们坚信北京的太阳一定会照到莆田。我们强烈请求领导对公安违法滥用公权力.严重侵犯公民合法权益的强拆，抢劫钱财，殴打民众的违法行为立即履行法定监督职责，并提请司法机关依法追究相关人员的法律责任。【我们看到城厢区公安分局领导郭国庆【警号51##06】带队，才报警110。时间是2012年12月18日10点22分，110第二天才回一个电话，号码13#######11这是维持秩序吗？他们隐瞒事实真像，在铁证面前说瞎话。】恳请领导明察秋毫给一个公道，不胜感激。[请问；村干部谁担保，霞林派出所在哪里？谁在现场阻碍，我在家里被打伤后关押霞林派出所,有现场照片]",,,您好！接到您反映情况后，我们立即派员调查核实。经查，2012年12月18日，城厢区法院在霞林街道办事处顶墩村执法，当地部分村民阻碍执法活动。公安机关接到报警后，马上出警维持秩序，同时对阻碍执法人员依法进行传唤。,不满意,2013/9/11 10:09,我们看到城厢区公安分局领导郭国庆【警号51##06】带队，才报警110。时间是2012年12月18日10点22分，110第二天才回一个电话，号码13#######11这是维持秩序吗？他们隐瞒事实真像，在铁证面前说瞎话.请领导明察秋毫给一个公道.
52,2013/8/12,驾驶证年检,本人持A2证，为什么南安交警叫我每一年都要去年检，问了好几个朋友他们问的都是两年持有准驾车型为大型客车、牵引车、城市公交车、中型客车、大型货车、无轨电车、有轨电车的机动车驾驶人，应当每两年进行一次身体检查，在记分周期结束后十五日内，提交县级或者部队团级以上医疗机构出具的有关身体条件的证明。,南安市局,2013/8/2,洪诗*同志：您好！您反映的信访事项来邮已收悉，现答复如下：因您持有的准驾车型为A2证，根据公安部2012年9月12日发布施行的《机动车驾驶证申领和使用规定》（公安部令第123号）第六十条、六十一条规定，您必须每年在记分周期结束后三十日内到公安机关交通管理部门接受审验。感谢您对公安工作的支持！,,,
79,2013/8/12,明溪交警随意罚款,尊敬的厅长：您好！本人在7月1日回明溪的过程中，由于有在明溪新大路综合市场路口有临时停车下，整理车上的东西，而且时间很短。且当时人有在车上，车有开双闪灯。而明溪的交警确认定我汽车在道路上违反规定停放且驾驶人不在现场，妨碍其他车辆、行人通行的（代码10#96）。而当时我人在车上，这样随意的处罚罚款金额：100（元）。是否合适？不能为了罚款收入而随意的处罚外地车吧。特此向您反映，还请帮了解下。,明溪县局,2013/8/12,李文*：你好，你反映的“明溪交警随意罚款”信访内容已获悉。经我局通过福建公安交通管理综合应用平台查询显示:你于2013年7月1日在明溪新大路综合市场路口临时停放时的车辆为闽DEJ596。已被电子监控拍下记录照片两张，照片清晰显示，但是未有当事人在车上，电子监控拍摄两张照片间隔时间大于10S，已符合《道路交通安全违法行为图像取证技术规范》。因此，你停放的闽DEJ596于2013年7月1日在明溪新大路综合市场路口临时停车的违法时间、地点、事实清楚。群众的反映是对公安机关工作信任的体现。感谢你对我局的监督。今后，我局将多开展交通宣传，进一步改善明溪交通。,婊℃剰,2013-11-31 01:11:50,At##st!So################unna####dr.Th##ks!
87,2013/8/16,电脑系统问题,我的汽车是闽E###3B漳州牌，在宁德福安年检，检测都符合要求，但最后面工作人员说；系统问题不能联网，至此我的行驶证一直拖延着。都以经一个月还是不行。,福安市局,2013/8/13,王石贤，您好！您反映您的闽E8583B轿车在福安无法年检的问题，现给您反馈如下：经我局交通管理大队查实，2013年7月份期间，交管年检系统跨地区数据无法联网，福建省交通管理总队车管技术部门一直在协调解决。2013年8月14日系统信息联网后，我局交通管理大队民警立即与您联系，于当日及时为您办理年检闽E8583B轿车手续，您对我局的工作表示满意，同时我局信访中队于2013年8月16日对您进行回访，确认您对我局的工作表示满意。谢谢您对公安工作的理解与支持。福安市公安局2013年8月16日,满意,2013-15-16 09:15:17,汽车年检手续已办完。
65,2013/8/19,3.51E+17,我在泉州江滨南路被照一张超速单。我都没看见拍照的。也没有明示测速牌提示。我很不明白。照片是从车后身照的。这样的做法合理吗？,泉州市公安局,2013/8/14,吴高*同志：您好！您反映的信访事项来邮已收悉，现答复如下：1.您所驾驶的车辆牌号为：闽D5126D，反映的违法行为系泉州市公安局鲤城分局交巡警大队于2013年7月26日13时04分在江滨南路采集的非现场处罚。违法行为内容为：驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的（代码：16362）。该违法行为于2013年8月7日经网络平台处理完毕。2.泉州市江滨南路上设有限速标志牌，您今后路过时需留心察看。3.泉州市公安局鲤城分局交巡警大队反馈：泉州市公安局鲤城分局交巡警大队所采集的超速违法行为信息均是通过车牌号为闽C8417警进行的。交巡警大队配备的车辆中只有这辆警车上有装载测速雷达系统。4.根据《福建省道路交通技术监控工作规范》中有关使用道路车辆速度监测仪查处超速交通违法行为的规定，对公安机关采集违法照片的前后角度并无明确要求。超速违法行为照片从车后角度采集并无不妥。交巡支队法制大队工作人员已与您进行电话联系，对您反映的问题进行了耐心解释，并取得了您的理解。感谢您对公安工作的支持！,,,
96,2013/8/19,2012年买的新车，发现有个2009年的交通违章未处理,本人在2012年2月在泉州泰诚别克4S店新买一辆凯越，挂闽C###3E的牌照。去处理交通违章的时候被告知有个2009年的高速违章记录未处理。我去泉州洛江高速支队，却被告知无法处理。我担心会影响到车子明年的年检，高速交警又不给处理，希望有关部门可以给一个答复，毕竟这是车管所和高速交警遗留的历史问题。,交警总队（交管局）,2013/8/19,经核实，泉州高速交警支队已经按照规定对此起交通违法记录予以撤销，目前车辆状态正常，可以参加年检。,,,
36,2013/8/20,商务的港澳通行证一个多月了还是审批,你好，我户籍在湖南，现在厦门一家公司上班，由于工作需要2012年以来一直有办理商务的港澳通行证。之前一年多最多十五个工作日我的通行证就会下来，但是这次我是2013年6月67日申办的，到目前8月9日了还是审批阶段。期间我致电湖南衡阳的出入境，他们给我的回复是回函早就回复了，厦门这边一直说没有回函，我两边也打了很多个电话，搞不清楚现在到底要怎么办？什么时候才能批？我在这家公司办理商务的通行证也已经1年多了，也不是第一次办理。,厦门市公安局,2013/8/20,关于敖海华的回复如下：函调期间不计工作日。此复厦门市出入境管理处,,,
80,2013/8/20,永春县玉斗镇小孩入户口问题,本人为永春县玉斗镇白珩村人，在给小孩（女）入户口的时候迟迟办理不下来。之前说是因为老婆年龄不到需要罚款，已先交订金500，后来领导查实说不需罚款。多次持出生证眀，结婚证，居民身份证，户囗簿去当地派出所办理入户未能办理。要么派出所推脱找计生办要一什么表格，去计生办又说暂时无表格：要么派出所让直接去找计生办，可计生办又推脱要找领导。难道入户口要先经过计生办同意吗。规定不是说材料齐全派出所必须办理的吗？女儿已经两周岁了，打工在外，还要经常请假回去办理入户却总是办理不下来。难道办理一个户口就这样难吗？,治安总队,2013/8/20,许良*网友：您好！您反映“永春县玉斗镇小孩入户口问题”的来邮收悉。收到您的来邮后，我厅立即要求泉州市公安局认真调查核实，按规定办理。经与您联系确认，您已于8月19日上午在永春县公安局玉斗派出所办好许璟涵的出生登记。给您造成的不便，敬请谅解。感谢您对公安工作的理解和支持！,满意,2013-23-21 05:23:14,感谢省厅关心，通知我们去办理户口，虽然中间特地请假回去一趟办理被派出所叫来计生办为难，要办理第二胎准生证才准予办理第一胎户口，不过最后还是再多跑一趟给办理下来了。感谢省厅。希望省厅多多重视我们镇问题，还有许多不懂得通过此网反应落户问题的，还在焦急等着上户却老被计生办为难卡住没法上户口的邻里乡亲。再次感谢省厅！！！
94,2013/8/20,超生落户,本人系安溪县蓬莱镇人笫一胎男孩已入户囗，笫二胎女孩没入户口，我拿着出生证眀，结婚证，居民身份证，户囗簿，要去当地派出所入户囗，当地派出所工作人员不让我入户囗，说要到计生办打一张计生证眀才能入户囗，计生证明一张五万多啊，这是不是派出所跟乡计生办联合啊，真是共产党的天下啊，我孩子这户囗还可以入吗，什么地方可以入户囗，当地派出所什么时候才要让我入户囗,治安总队,2013/8/20,姚旭*网友：您好！您反映“超生落户”问题的来邮收悉。收到您的来邮后，我厅立即要求泉州市公安局认真调查核实，按规定办理。经与您联系确认，安溪县公安局蓬莱派出所已通知您携带《结婚证》、夫妻双方《居民户口簿》、《居民身份证》及孩子的《出生医学证明》到所办理出生登记。给您造成的不便，敬请谅解。感谢您对公安工作的理解和支持！,,,
400,2013/7/30,入户口,本人系安溪县尚卿乡人笫一胎男孩已入户囗交了一万五千多给乡政府，笫二胎男孩没入户口，我拿着出生证眀，结婚证，居民身份证，户囗簿，要去当地派出所入户囗，当地派出所工作人员不让我入户囗，说要到计生办打一张计生证眀才能入户囗，计生证明一张五万多啊，这是不是派出所跟乡计生办联合啊，真是共产党的天下啊，我孩子这户囗还可以入吗，什么地方可以入户囗，当地派出所什么时候才要让我入户囗,治安总队,2013/7/30,吴鸿*网友：您好！您反映的“入户口”问题的来邮收悉。收到您的来邮后，我厅立即要求泉州市公安局认真调查核实您所反映的相关情况，按规定办理。经与您联系确认，您已于7月26日在安溪县公安局尚卿派出所办好孩子吴思炜的出生登记。给您造成的不便，敬请谅解。感谢您对公安工作的理解和支持！,,,
123,2013/8/2,投诉漳浦县公安局绥安派出所乱执法,通知书号：违法记分：3号牌种类：小型汽车号牌号码：闽E###68违法时间：2013-05-1819:20:00采集方式：移动摄像处理标记：未处理处理时间：罚款金额：150交款标记：未交款违法信息采集单位：漳浦县公安局绥安派出所违法地点：金浦路2013-05-1819:20:00我在金浦路农行门口停车取款，但是车未熄火且车上有人，交警过来拍照，我马上就从农行跑出来，同交警理论，交警说删掉了不会罚款，让我马上把车开走，我就开走了，现在上网查询竟然有违章停车，请问他们这样做的目的是什么，150块并不是什么大事，但是他们这样滥用职权执法，欺骗大众，让人觉得心里很不舒服，望厅长能给予核实,漳浦县局,2013/6/7,您好，您的信访事项已收悉，现答复如下：漳浦为了加快城市化建设，提升城市整体形象，花巨资修建了多条沥青路，同时为防止老百姓乱停车，影响市容市貌，聘请了一批协警维护，因此请您理解政府的良苦用心，对因此而造成的不便。我们深表歉意！感谢您对公安工作的支持，谢谢。,,,
143,2013/8/2,停车指示牌下开违停罚单,"7月12日晚上7点左右我在三明市东新三路中国银行马路对面的收费停车指示牌下停车，该停车指示牌设在路段的中间位置，并且该路段头尾都没有禁停指示牌，我的前方和后方都有停放车辆，结果半小时候回去取车，被三明市公安局梅列分局贴了违章停车的罚单，而我的前方和后方车辆都没有被贴罚单，请问车子停在收费停车指示牌下为何是违章停车？整个路段在哪个位置设有禁停标志？请问警察执法的依据是什么？罚单编号破损不清，本人车牌号为闽A###16,强烈质疑三明警方是否存在以开外地车辆的模糊性罚单来完成罚单任务和创收任务。",梅列分局,2013/7/18,翁振*同志：你好！2013年7月12日，你在福建省公安厅公众服务网留言反映：在三明市东新三路停车指示牌下停车被开违停罚单。现将我局办理情况反馈如下：经核查，你提到的闽AD216车未按规定停放在停车泊位内。我局是根据《中华人民共和国道路交通安全法》依法处理的，不存在创收行为。,,,
174,2013/8/2,政府好至厅长的一封信,"政府好：我是2011年9月22日申请的驾驶证报名，因触犯法律入狱一年半，2013年4月22日出狱，2013年7月4日考完科目二，还不知道什么时候考科目三，驾校说我2013年9月22号到期，没轮到我考试，要重新交钱重新学，或者轮到我考试，不及格就没有补考的机会，我打电话去问交管他说考试有效期是3年，而驾校说是2年，泉州鲤城鑫源驾校就是骗子，不是说要多关照刑满释放人员吗？避免重新走上犯罪道路，这是党的号召，打电话给110,110说打给交警队，交警队说打给交管，交管说打给驾校，驾校说打给教练，教练说在家等考试，为了考好驾照谋生前前后后我等了几个月了，生活没来源，寄在亲戚家，可怜可怜刑满释放人员吧，我是泉州鲤城鑫源驾校的学员，开个绿色通道让我早些考试，这样应该可以避免一个驾校诈骗案",泉州市公安局,2013/7/26,曾思*同志：您好！您反映的信访事项来邮已收悉，现答复如下：经查实：您于2011年8月在鲤城鑫源汽车贸易有限公司驾驶教练所报名，并分别于2011年9月22日和2013年7月4日已考科目一、科目二两个项目，考试结果均为合格，现正等待科目三排考。您《机动车驾驶人技能准考证明》有效期至2014年9月22日，在此有效期内考完全部项目即可领证。但根据公安部令第123号规定，在驾驶技能准考证明有效期内，科目二和科目三道路驾驶技能考试预约考试不得超过五次。第五次预约考试仍不合格的，以考试合格的其他科目成绩作废。您目前还没有参加科目三考试，驾校的做法系为了激励学员认真练车，确保考试合格率。工作人员曾试与您本人取得联系，但您的电话处于停机状态。感谢您对公安工作的支持！,满意,2013-56-07 11:56:38,感谢政府回信，8.7日我考科目三了，但是没有通过，每个学员都有二次机会，我完全听不懂考官说什么，因为他说本地话，而我是外地人，第一次我是从右侧超车，判我不合格我认了，但是第二次，车很多，也是小路口，考官一直叫我加档，20左右的车速，叫我加5档，肯定会脱档，身为人民公仆的考官，脾气不怎么好，怎么跟群众打到一片，上车应该检查下轮胎和周围的环境，考官一直按喇叭，意思让学员快点，后视镜也不让人检查，我要检查他阻止了我，考官好像赶着回家似的，要是下次还是那个考官考我我肯定过不了，因为他完全不按正常套路出牌，没有一点职业道德，我们车上一共4个学员3个没过，一个跟我一样的情况，还有一个是考官叫学员靠边停车，结果停完了，他说离公交站太近了，就这样我们3个挂了，虽然有2次机会，但是同一辆车同一个考官，这....第二次机会应该换个考官换一辆车，考生都很紧张，为什么考官还要催，还有一个事就是科目三考场里面的小卖部红牛饮料一瓶卖10元一瓶，超市才卖5.5元，这应该管管，我的电话是18#######88，我在这有个小小建议，为什么不为刑满释放人员开个加急通道，这样我又要再等2个月考试，我现在没有一点收入，我想早点考完试，早点找工作，我真的很无奈，我出狱以来全心全意为考驾照，结果碰到这样的考官，开车不是要慢行吗，为什么要催考生快点，为什么，真不知道是谁在开车，是考官吗？开车不是要保持安全距离吗？离前车没多远，为什么还要叫考生加速加档，难道考试的车上路不负法律责任吗？谢谢政府
112,2013/8/5,卢维梅带领流氓殴打他人案,尊敬的领导：你们好！我们是大田县华兴乡杞溪村全体村民，我们要反应的问题如下：杞溪电站老板卢维梅带领流氓打手16人到杞溪村闹事。并于2012年7月21日将村民陈高荣种植的秧苗拔除；同时强行非法侵入陈高荣住宅，将其脸盆、塑料桶、玻璃镜打破，并对其造成人生伤害。当日村民已向110报警，派出所人员到达现场将歹徒带走并向村民承若2012年7月23日给予解决，可23日不见派出所到场解决。2012年7月24杞溪电站老板再次带领流氓打手（带杀人凶器）开5部小车共计25人，再次闯进村民陈高荣种植的秧苗地强行拔除秧苗，陈高荣等人为保护农作物不受损失，阻拦其强行拔秧而遭到流氓殴打，并对村民陈高荣、陈晋让、陈金妹大打出手，当地傍晚受伤村民已被村民送县医院治疗，经法医鉴定三人均为轻微伤重度，目前已经立案，但仍然未协调解决。杞溪村全体村民希望领导能够着手协调有关部门办理此事，将歹徒绳之以法，以免再次对村民造成财产损失和人生伤害。杞溪村全体村民2013年5月11日,大田县局,2013/5/15,经查，该问题反映的是2012年7月24日华兴乡杞乾电站水渠施工纠纷冲突一案。此前，该电站水渠施工人员已于7月21日与华兴乡杞溪村陈高荣一家发生纠纷一次。2012年6月10日，大田县桃源镇郑世明向杞乾电站的老板卢维梅承包电站水渠的施工工程。工程进行到杞溪村陈高荣老房子后面的地段时，遭到陈高荣一家人的阻止，在郑世明与陈高荣家人协商时，因陈高荣一方提出的要求涉及历史等多方面问题，郑世明无法接受，双方未能达成协议。7月21日，郑世明组织人员准备将陈高荣种植在电站水渠里的水稻拔掉，进行强行施工，又被陈高荣及家人阻止，双方发生冲突。冲突发生以后，双方于当日下午进行协商。因双方意见不一致，协商不成，郑世明等人被杞溪村村民围住，后经杞溪村村干部、华兴派出所民警到场协调，定于7月23日组织双方进行调解。7月23日，华兴派出所民警到杞溪村，因郑世明一方没有到场，调解工作无法开展。7月24日早上8时许，郑世明再次组织施工人员以及社会青年，分乘多部小车先后到达杞溪村的施工地点准备再次强行施工。陈高荣等人到现场阻止，双方再次发生冲突。冲突发生后，杞溪村部分村民也参与冲突，郑世明等人被围堵在杞溪村。当日11时许，华兴派出所接到报警后，派民警到现场处置。当日冲突中，杞溪村村民一方有3人受伤（均为轻微伤）；郑世明施工队一方有2人受伤（均为轻微伤），另有2部小车挡风玻璃、车身前大灯、右后车窗玻璃等部位不同程度毁坏、多个轮胎被刺破。根据我局调查，关于2012年7月24日陈高荣等人被打受伤一事，系由水渠施工纠纷引起，冲突中双方均有人员受伤。参与冲突的水渠施工人员系由郑世明组织的，与电站老板卢维梅无关。因该事件属于民事纠纷引发，事发后，我局与华兴乡政府多次对该事件进行研究，寻求化解措施，但由于情况复杂，双方矛盾尖锐，化解工作难度较大。下一步，我局将协同华兴乡政府，进一步加大工作力度，积极采取各种措施，做好双方工作，尽快化解该矛盾纠纷。,,,
55,2013/8/7,驾考中心违规不让考生参与考试,2013年7月29日，本人女朋友按照事先约考的时间前往宁德市公安局交警支队机动车考试中心参与驾驶证科目二考试，结果却被告知周宁考生不能参与考试，不但如此，该考试中心还不让候考考生进入候考大厅进行候考，让考生在烈日下暴晒。后据了解，产生该问题的原因居然是周宁驾校某教练与该考试中心的工作人员有发生过冲突，该考试中心就不让周宁考生参与考试。请问公安机关如此作为是否有法律依据？请相关部门尽快解决。,宁德市公安局,2013/8/7,陈耿*志：您好！你来邮反映，2013年7月29日，你女朋友按照事先的约考时间前往宁德市交警支队机动车考试中心参加科目二考试，因为人为原因不让考的来邮已收悉，经核实。现答复如下：7月28日（周日）晚，周宁宏浩驾校在罗江考试中心进行科目二的考试前适应性场地训练，有一部教练车学员在第一平台训练时没有教练员陪练的情况下进行违规掉头、插队训练，此举引起了其他驾校教练员及学员的不满。罗江考试中心在场工作人员发现后及时进行制止，但该车教练员及个别学员态度蛮横，不仅不服从管理，还拒绝其对违规教练车进行拍照取证，致使无法了解事实真相（包括教练车号、教练员姓名、学员姓名等）。由于当天为周日，周宁宏浩驾校负责人及业务员均未在考训中心，于是考训中心便电话通知其负责人黄郑赛，要求其立即了解事实情况并于7月29日上午报考训中心。*时通知其在事实情况没有了解清楚的情况下，该驾校30名考生推迟至29日下午考试。7月29日上午，考训中心陈洪主任召集周宁宏浩驾校负责人及当事教练员、学员了解情况，经了解，教练员为陈新春，车号为闽J2138学，系周宁宏浩驾校新招教练员，是第一次带学员进入考场训练，在不了解考试中心有关考试及训练规定的情况下违规进行掉头、插队训练，*时还存在教练员不在岗进行训练的情况，该行为存在严重的安全隐患。在了解情况后，考试中心负责人当即对陈新春的违规行为进行了批评教育，后即通知该驾校学员于7月29日下午进行考试。考训中心科目二项目在下午5时40分考试完毕，完成当日所有的科目二考试任务。针对这一情况，我局交警支队已责成考试中心，要认真总结工作中存在的不足，进一步加强管理，严格工作人员上岗挂牌制度，对考生的管理上更加人性化，进一步规范考试中心考试及训练秩序，努力做好驾驶人的考试工作。宁德市公安局2013年8月7日,,,
82,2013/8/8,福银高速A道27km,福银高速A道27km处，限速80Km/小时？具体限速标示在哪？从永泰到上街走高速，感觉在福银高速A道27km段莫名其妙吃了罚单。,交警总队（交管局）,2013/8/8,对技术监控采集的交通违法信息，你若有异议在接受处理前可向采集单位提出申诉，在接受处理后可依法申请行政复议或提起行政诉讼。,,,
65,2013/8/9,机动车被不合理处罚,闽A###20车辆2013年6月16日下午四点至五点期间在状元街停车不超过半小时内被罚款两次共计250元，扣三分。本人认为极不合理，帮投诉，盼复！,福州市公安局,2013/8/9,经核查，诉求人反映的情况属实，我队已按程序撤销重复罚单。,,,
106,2013/8/9,黄灯亮时，我已通过停止线，但交警却认定我闯红灯（请复议）,新交规要求闯红灯的认定根据：所拍的3张照片，首先是红灯亮时车辆未通过停止线的图像（我的车子是在黄灯亮时未通过停止线的图像）；其次是车辆前轮压停止线的图像（红灯亮时，我车子前轮压停止线的图像未能提供）；最后是车身全部越过停止线的图像（到底是红灯还是黄灯亮时通过停止线呢？）。如果这3张照片能体现出车辆是在红灯亮时（不是在黄灯亮时）在停止线外发生了位移，那么交警部门在审核时就可认定该车闯红灯。（我的车子到底是在红灯时通过，还是在黄灯时通过呢？请复议！！！）,莆田市公安局,2013/8/9,吴**同志：您好！您反映“黄灯亮时，我已通过停止线，但交警却认定我闯红灯”的来邮已收悉，现答复如下：经查询闽B6646F小型轿车的违章记录，该车于2013年7月16日15:59，在荔城路与北磨路交叉路口驾驶机动车违反道路交通信号灯通行的的违章记录。监控抓拍照片显示，闽B6646F红灯亮时前轮未越过停止线，并在红灯亮通过路口，确系闯红灯行为。根据《中华人民共和国道路交通安全法》第38条和《中华人民共和国道路交通安全法实施条例》第38、40、条规定：驾驶机动车违反道路交通信号灯通行的，处150元罚款，扣6分的处罚。感谢您对公安工作的支持。,不满意,2013-51-11 12:51:28,在监控抓拍照片显示，我的闽B###6F型轿车的违章记录（2013年7月16日15:59，在荔城路与北磨路交叉路口驾驶机动车违反道路交通信号灯通行的的违章记录），照片上所显示的明明就是我的车子是在黄灯亮时未通过停止线的图像，可是交警却一直说是红灯亮时前轮未越过停止线，我想请上级领导查看一下相关的图片，结果一清二楚。
72,2013/7/2,改名字呀。烦恼呀,您好领导，本人今年19岁了。很想改名字，因为亲戚有和我重名也因为这名字影响我日常生活所以很想改。。不知道请问这个理由可以通过吗,,,您好，根据《福建省公安机关办理公民申请变更更正户口登记项目暂行办法》，18周岁以上的公民申请变更姓名的，应由本人向户口所在地公安机关提出书面申请。你所提出的关于更改名字的问题，可依据该办法向户籍所在地派出所提出书面申请，由当地公安机关的户政部门进行审核，若不属于“不予办理姓名变更登记”情形的，可予以变更。,,,
95,2013/7/3,停车位内的违停,尊敬的厅长：由泉州市丰泽警方开出的35#######0600912违章停车通知书告知闽A###22车本月19日早晨9点钟左右在泉州丰泽街工商银行门口违章停车。该处是传统停车位，划有3个停车位（前段时间由于路面施工前半段车位线消失，后半段尚在），闽A###22车位于停车位内，且停车位旁边即为工商银行大门镇门雄狮，前面广场宽阔，停车位非行车道亦非行人道。想请丰泽警方解释该违章中表述违停且妨碍他人和其他车辆通行的依据何在？丰泽警方的行为是否是惰政表现？我们且不追究这张由协勤人员开出的所谓通知单的来由但有必要质疑丰泽警方的行为是否涉嫌创收心态而滥施公权力？目前我已按20#######001116号网上罚单的要求缴纳“罚款”，但我保留进一步维权的权利，请丰泽警方给市民一个应用的说法。,泉州市公安局,2013/6/25,李展*志：您好！您反映的信访事项来邮已收悉，现答复如下：如您对丰泽公安分局作出的处罚决定不服，您可携带身份证明及有关证据材料到丰泽公安分局办公楼二楼法制大队复议部门申请行政复议。感谢您对公安工作的支持！,很差,2013-43-08 04:43:44,在此发表评论!
